date,week,team,opp,is_away,season_year
2019-10-06,5,NYJ,PHI,1,2019
2019-10-06,5,JAX,CAR,1,2019
2019-10-06,5,CHI,OAK,1,2019
2019-10-06,5,CIN,ARI,0,2019
2019-10-06,5,NYG,MIN,0,2019
2019-10-06,5,TAM,NOR,1,2019
2019-10-06,5,WAS,NWE,0,2019
2019-10-06,5,PIT,BAL,0,2019
2019-10-06,5,LAC,DEN,0,2019
2019-10-06,5,DAL,GNB,0,2019
2019-10-06,5,KAN,IND,0,2019
2019-10-06,5,TEN,BUF,0,2019
2019-10-06,5,PHI,NYJ,0,2019
2019-10-06,5,BUF,TEN,1,2019
2019-10-06,5,CAR,JAX,0,2019
2019-10-06,5,OAK,CHI,0,2019
2019-10-06,5,ARI,CIN,1,2019
2019-10-06,5,MIN,NYG,1,2019
2019-10-06,5,NOR,TAM,0,2019
2019-10-06,5,NWE,WAS,1,2019
2019-10-06,5,BAL,PIT,1,2019
2019-10-06,5,DEN,LAC,1,2019
2019-10-06,5,GNB,DAL,1,2019
2019-10-06,5,IND,KAN,1,2019
2019-10-06,5,HOU,ATL,0,2019
2019-10-06,5,ATL,HOU,1,2019
2019-10-07,5,CLE,SFO,1,2019
2019-10-07,5,SFO,CLE,0,2019
2019-10-10,6,NYG,NWE,1,2019
2019-10-10,6,NWE,NYG,0,2019
2019-10-13,6,CAR,TAM,1,2019
2019-10-13,6,TEN,DEN,1,2019
2019-10-13,6,DAL,NYJ,1,2019
2019-10-13,6,LAR,SFO,0,2019
2019-10-13,6,ATL,ARI,1,2019
2019-10-13,6,PHI,MIN,1,2019
2019-10-13,6,JAX,NOR,0,2019
2019-10-13,6,KAN,HOU,0,2019
2019-10-13,6,CLE,SEA,0,2019
2019-10-13,6,CIN,BAL,1,2019
2019-10-13,6,MIA,WAS,0,2019
2019-10-13,6,TAM,CAR,0,2019
2019-10-13,6,LAC,PIT,0,2019
2019-10-13,6,WAS,MIA,1,2019
2019-10-13,6,BAL,CIN,0,2019
2019-10-13,6,SEA,CLE,1,2019
2019-10-13,6,HOU,KAN,1,2019
2019-10-13,6,NOR,JAX,1,2019
2019-10-13,6,MIN,PHI,0,2019
2019-10-13,6,ARI,ATL,0,2019
2019-10-13,6,SFO,LAR,1,2019
2019-10-13,6,NYJ,DAL,0,2019
2019-10-13,6,DEN,TEN,0,2019
2019-10-13,6,PIT,LAC,1,2019
2019-10-14,6,GNB,DET,0,2019
2019-10-14,6,DET,GNB,1,2019
2019-10-17,7,DEN,KAN,0,2019
2019-10-17,7,KAN,DEN,1,2019
2019-10-20,7,JAX,CIN,1,2019
2019-10-20,7,HOU,IND,1,2019
2019-10-20,7,LAR,ATL,1,2019
2019-10-20,7,BUF,MIA,0,2019
2019-10-20,7,IND,HOU,0,2019
2019-10-20,7,MIN,DET,1,2019
2019-10-20,7,SFO,WAS,1,2019
2019-10-20,7,DAL,PHI,0,2019
2019-10-20,7,BAL,SEA,1,2019
2019-10-20,7,NOR,CHI,1,2019
2019-10-20,7,TEN,LAC,0,2019
2019-10-20,7,MIA,BUF,1,2019
2019-10-20,7,ARI,NYG,1,2019
2019-10-20,7,GNB,OAK,0,2019
2019-10-20,7,PHI,DAL,1,2019
2019-10-20,7,SEA,BAL,0,2019
2019-10-20,7,CHI,NOR,0,2019
2019-10-20,7,LAC,TEN,1,2019
2019-10-20,7,OAK,GNB,1,2019
2019-10-20,7,NYG,ARI,0,2019
2019-10-20,7,CIN,JAX,0,2019
2019-10-20,7,ATL,LAR,0,2019
2019-10-20,7,WAS,SFO,0,2019
2019-10-20,7,DET,MIN,0,2019
2019-10-21,7,NWE,NYJ,1,2019
2019-10-21,7,NYJ,NWE,0,2019
2019-10-24,8,MIN,WAS,0,2019
2019-10-24,8,WAS,MIN,1,2019
2019-10-27,8,NYJ,JAX,1,2019
2019-10-27,8,CHI,LAC,0,2019
2019-10-27,8,NOR,ARI,0,2019
2019-10-27,8,JAX,NYJ,0,2019
2019-10-27,8,TEN,TAM,0,2019
2019-10-27,8,SFO,CAR,0,2019
2019-10-27,8,NWE,CLE,0,2019
2019-10-27,8,HOU,OAK,0,2019
2019-10-27,8,GNB,KAN,1,2019
2019-10-27,8,BUF,PHI,0,2019
2019-10-27,8,DET,NYG,0,2019
2019-10-27,8,IND,DEN,0,2019
2019-10-27,8,LAR,CIN,0,2019
2019-10-27,8,PHI,BUF,1,2019
2019-10-27,8,LAC,CHI,1,2019
2019-10-27,8,SEA,ATL,1,2019
2019-10-27,8,KAN,GNB,0,2019
2019-10-27,8,OAK,HOU,1,2019
2019-10-27,8,CAR,SFO,1,2019
2019-10-27,8,TAM,TEN,1,2019
2019-10-27,8,CLE,NWE,1,2019
2019-10-27,8,CIN,LAR,1,2019
2019-10-27,8,ATL,SEA,0,2019
2019-10-27,8,NYG,DET,1,2019
2019-10-27,8,DEN,IND,1,2019
2019-10-27,8,ARI,NOR,1,2019
2019-10-28,8,MIA,PIT,1,2019
2019-10-28,8,PIT,MIA,0,2019
2019-10-31,9,SFO,ARI,1,2019
2019-10-31,9,ARI,SFO,0,2019
2019-11-03,9,PIT,IND,0,2019
2019-11-03,9,PHI,CHI,0,2019
2019-11-03,9,HOU,JAX,1,2019
2019-11-03,9,BUF,WAS,0,2019
2019-11-03,9,MIA,NYJ,0,2019
2019-11-03,9,CAR,TEN,0,2019
2019-11-03,9,KAN,MIN,0,2019
2019-11-03,9,WAS,BUF,1,2019
2019-11-03,9,SEA,TAM,0,2019
2019-11-03,9,TEN,CAR,1,2019
2019-11-03,9,CHI,PHI,1,2019
2019-11-03,9,IND,PIT,1,2019
2019-11-03,9,NYJ,MIA,1,2019
2019-11-03,9,MIN,KAN,1,2019
2019-11-03,9,DET,OAK,1,2019
2019-11-03,9,TAM,SEA,1,2019
2019-11-03,9,CLE,DEN,1,2019
2019-11-03,9,GNB,LAC,1,2019
2019-11-03,9,NWE,BAL,1,2019
2019-11-03,9,BAL,NWE,0,2019
2019-11-03,9,LAC,GNB,0,2019
2019-11-03,9,JAX,HOU,0,2019
2019-11-03,9,OAK,DET,0,2019
2019-11-03,9,DEN,CLE,0,2019
2019-11-04,9,NYG,DAL,0,2019
2019-11-04,9,DAL,NYG,1,2019
2019-11-07,10,OAK,LAC,0,2019
2019-11-07,10,LAC,OAK,1,2019
2019-11-10,10,BUF,CLE,1,2019
2019-11-10,10,NOR,ATL,0,2019
2019-11-10,10,CIN,BAL,0,2019
2019-11-10,10,DET,CHI,1,2019
2019-11-10,10,KAN,TEN,1,2019
2019-11-10,10,IND,MIA,0,2019
2019-11-10,10,PIT,LAR,0,2019
2019-11-10,10,NYG,NYJ,1,2019
2019-11-10,10,GNB,CAR,0,2019
2019-11-10,10,MIA,IND,1,2019
2019-11-10,10,NYJ,NYG,0,2019
2019-11-10,10,ARI,TAM,1,2019
2019-11-10,10,TEN,KAN,0,2019
2019-11-10,10,BAL,CIN,1,2019
2019-11-10,10,CHI,DET,0,2019
2019-11-10,10,CLE,BUF,0,2019
2019-11-10,10,ATL,NOR,1,2019
2019-11-10,10,TAM,ARI,0,2019
2019-11-10,10,LAR,PIT,1,2019
2019-11-10,10,CAR,GNB,1,2019
2019-11-10,10,DAL,MIN,0,2019
2019-11-10,10,MIN,DAL,1,2019
2019-11-11,10,SEA,SFO,1,2019
2019-11-11,10,SFO,SEA,0,2019
2019-11-14,11,CLE,PIT,0,2019
2019-11-14,11,PIT,CLE,1,2019
2019-11-17,11,CHI,LAR,1,2019
2019-11-17,11,DET,DAL,0,2019
2019-11-17,11,JAX,IND,1,2019
2019-11-17,11,MIA,BUF,0,2019
2019-11-17,11,CAR,ATL,0,2019
2019-11-17,11,CIN,OAK,1,2019
2019-11-17,11,TAM,NOR,0,2019
2019-11-17,11,ARI,SFO,1,2019
2019-11-17,11,PHI,NWE,0,2019
2019-11-17,11,LAR,CHI,0,2019
2019-11-17,11,NWE,PHI,1,2019
2019-11-17,11,OAK,CIN,0,2019
2019-11-17,11,SFO,ARI,0,2019
2019-11-17,11,NYJ,WAS,1,2019
2019-11-17,11,NOR,TAM,1,2019
2019-11-17,11,BAL,HOU,0,2019
2019-11-17,11,MIN,DEN,0,2019
2019-11-17,11,DAL,DET,1,2019
2019-11-17,11,IND,JAX,0,2019
2019-11-17,11,BUF,MIA,1,2019
2019-11-17,11,ATL,CAR,1,2019
2019-11-17,11,DEN,MIN,1,2019
2019-11-17,11,HOU,BAL,1,2019
2019-11-17,11,WAS,NYJ,0,2019
2019-11-18,11,LAC,KAN,0,2019
2019-11-18,11,KAN,LAC,1,2019
2019-11-21,12,IND,HOU,1,2019
2019-11-21,12,HOU,IND,0,2019
2019-11-24,12,GNB,SFO,1,2019
2019-11-24,12,TAM,ATL,1,2019
2019-11-24,12,BUF,DEN,0,2019
2019-11-24,12,NOR,CAR,0,2019
2019-11-24,12,CHI,NYG,0,2019
2019-11-24,12,CLE,MIA,0,2019
2019-11-24,12,WAS,DET,0,2019
2019-11-24,12,NYJ,OAK,0,2019
2019-11-24,12,SEA,PHI,1,2019
2019-11-24,12,TEN,JAX,0,2019
2019-11-24,12,NWE,DAL,0,2019
2019-11-24,12,PIT,CIN,1,2019
2019-11-24,12,DAL,NWE,1,2019
2019-11-24,12,SFO,GNB,0,2019
2019-11-24,12,MIA,CLE,1,2019
2019-11-24,12,ATL,TAM,0,2019
2019-11-24,12,DEN,BUF,1,2019
2019-11-24,12,CAR,NOR,1,2019
2019-11-24,12,JAX,TEN,1,2019
2019-11-24,12,PHI,SEA,0,2019
2019-11-24,12,OAK,NYJ,1,2019
2019-11-24,12,DET,WAS,1,2019
2019-11-24,12,NYG,CHI,1,2019
2019-11-24,12,CIN,PIT,0,2019
2019-11-25,12,LAR,BAL,0,2019
2019-11-25,12,BAL,LAR,1,2019
2019-11-28,13,ATL,NOR,0,2019
2019-11-28,13,DAL,BUF,0,2019
2019-11-28,13,DET,CHI,0,2019
2019-11-28,13,BUF,DAL,1,2019
2019-11-28,13,CHI,DET,1,2019
2019-11-28,13,NOR,ATL,1,2019
2019-12-01,13,LAC,DEN,1,2019
2019-12-01,13,WAS,CAR,1,2019
2019-12-01,13,OAK,KAN,1,2019
2019-12-01,13,NWE,HOU,1,2019
2019-12-01,13,SFO,BAL,1,2019
2019-12-01,13,PHI,MIA,1,2019
2019-12-01,13,JAX,TAM,0,2019
2019-12-01,13,NYG,GNB,0,2019
2019-12-01,13,IND,TEN,0,2019
2019-12-01,13,CLE,PIT,1,2019
2019-12-01,13,NYJ,CIN,1,2019
2019-12-01,13,ARI,LAR,0,2019
2019-12-01,13,CAR,WAS,0,2019
2019-12-01,13,KAN,OAK,0,2019
2019-12-01,13,DEN,LAC,0,2019
2019-12-01,13,LAR,ARI,1,2019
2019-12-01,13,BAL,SFO,0,2019
2019-12-01,13,MIA,PHI,0,2019
2019-12-01,13,TAM,JAX,1,2019
2019-12-01,13,GNB,NYG,1,2019
2019-12-01,13,TEN,IND,1,2019
2019-12-01,13,PIT,CLE,0,2019
2019-12-01,13,CIN,NYJ,0,2019
2019-12-01,13,HOU,NWE,0,2019
2019-12-02,13,SEA,MIN,0,2019
2019-12-02,13,MIN,SEA,1,2019
2019-12-05,14,DAL,CHI,1,2019
2019-12-05,14,CHI,DAL,0,2019
2019-12-08,14,ARI,PIT,0,2019
2019-12-08,14,JAX,LAC,0,2019
2019-12-08,14,NOR,SFO,0,2019
2019-12-08,14,MIA,NYJ,1,2019
2019-12-08,14,DET,MIN,1,2019
2019-12-08,14,HOU,DEN,0,2019
2019-12-08,14,IND,TAM,1,2019
2019-12-08,14,CIN,CLE,1,2019
2019-12-08,14,BUF,BAL,0,2019
2019-12-08,14,CAR,ATL,1,2019
2019-12-08,14,NWE,KAN,0,2019
2019-12-08,14,WAS,GNB,1,2019
2019-12-08,14,SEA,LAR,1,2019
2019-12-08,14,OAK,TEN,0,2019
2019-12-08,14,CLE,CIN,0,2019
2019-12-08,14,TAM,IND,0,2019
2019-12-08,14,DEN,HOU,1,2019
2019-12-08,14,MIN,DET,0,2019
2019-12-08,14,GNB,WAS,0,2019
2019-12-08,14,NYJ,MIA,0,2019
2019-12-08,14,ATL,CAR,0,2019
2019-12-08,14,SFO,NOR,1,2019
2019-12-08,14,PIT,ARI,1,2019
2019-12-08,14,KAN,NWE,1,2019
2019-12-08,14,TEN,OAK,1,2019
2019-12-08,14,LAR,SEA,0,2019
2019-12-08,14,LAC,JAX,1,2019
2019-12-08,14,BAL,BUF,1,2019
2019-12-09,14,PHI,NYG,0,2019
2019-12-09,14,NYG,PHI,1,2019
2019-12-12,15,NYJ,BAL,1,2019
2019-12-12,15,BAL,NYJ,0,2019
2019-12-15,15,GNB,CHI,0,2019
2019-12-15,15,NWE,CIN,1,2019
2019-12-15,15,KAN,DEN,0,2019
2019-12-15,15,TAM,DET,1,2019
2019-12-15,15,HOU,TEN,1,2019
2019-12-15,15,NYG,MIA,0,2019
2019-12-15,15,PHI,WAS,1,2019
2019-12-15,15,ARI,CLE,0,2019
2019-12-15,15,JAX,OAK,1,2019
2019-12-15,15,MIN,LAC,1,2019
2019-12-15,15,ATL,SFO,1,2019
2019-12-15,15,DAL,LAR,0,2019
2019-12-15,15,PIT,BUF,0,2019
2019-12-15,15,LAR,DAL,1,2019
2019-12-15,15,CHI,GNB,1,2019
2019-12-15,15,CIN,NWE,0,2019
2019-12-15,15,DEN,KAN,1,2019
2019-12-15,15,DET,TAM,0,2019
2019-12-15,15,TEN,HOU,0,2019
2019-12-15,15,MIA,NYG,1,2019
2019-12-15,15,WAS,PHI,0,2019
2019-12-15,15,SEA,CAR,1,2019
2019-12-15,15,CLE,ARI,1,2019
2019-12-15,15,OAK,JAX,0,2019
2019-12-15,15,LAC,MIN,0,2019
2019-12-15,15,SFO,ATL,0,2019
2019-12-15,15,CAR,SEA,0,2019
2019-12-15,15,BUF,PIT,1,2019
2019-12-16,15,NOR,IND,0,2019
2019-12-16,15,IND,NOR,1,2019
2019-12-21,16,NWE,BUF,0,2019
2019-12-21,16,SFO,LAR,0,2019
2019-12-21,16,LAR,SFO,1,2019
2019-12-21,16,BUF,NWE,1,2019
2019-12-21,16,TAM,HOU,0,2019
2019-12-21,16,HOU,TAM,1,2019
2019-12-22,16,LAC,OAK,0,2019
2019-12-22,16,DET,DEN,1,2019
2019-12-22,16,PIT,NYJ,1,2019
2019-12-22,16,WAS,NYG,0,2019
2019-12-22,16,CLE,BAL,0,2019
2019-12-22,16,CIN,MIA,1,2019
2019-12-22,16,CAR,IND,1,2019
2019-12-22,16,JAX,ATL,1,2019
2019-12-22,16,TEN,NOR,0,2019
2019-12-22,16,DAL,PHI,1,2019
2019-12-22,16,ATL,JAX,0,2019
2019-12-22,16,IND,CAR,0,2019
2019-12-22,16,MIA,CIN,0,2019
2019-12-22,16,BAL,CLE,1,2019
2019-12-22,16,NOR,TEN,1,2019
2019-12-22,16,NYG,WAS,1,2019
2019-12-22,16,NYJ,PIT,0,2019
2019-12-22,16,SEA,ARI,0,2019
2019-12-22,16,DEN,DET,0,2019
2019-12-22,16,OAK,LAC,1,2019
2019-12-22,16,ARI,SEA,1,2019
2019-12-22,16,PHI,DAL,0,2019
2019-12-22,16,KAN,CHI,1,2019
2019-12-22,16,CHI,KAN,0,2019
2019-12-23,16,MIN,GNB,0,2019
2019-12-23,16,GNB,MIN,1,2019
2019-12-29,17,NYG,PHI,0,2019
2019-12-29,17,OAK,DEN,1,2019
2019-12-29,17,WAS,DAL,1,2019
2019-12-29,17,ARI,LAR,1,2019
2019-12-29,17,IND,JAX,1,2019
2019-12-29,17,LAC,KAN,1,2019
2019-12-29,17,DET,GNB,0,2019
2019-12-29,17,CLE,CIN,1,2019
2019-12-29,17,MIN,CHI,0,2019
2019-12-29,17,CAR,NOR,0,2019
2019-12-29,17,BUF,NYJ,0,2019
2019-12-29,17,TAM,ATL,0,2019
2019-12-29,17,HOU,TEN,0,2019
2019-12-29,17,NWE,MIA,0,2019
2019-12-29,17,SFO,SEA,1,2019
2019-12-29,17,BAL,PIT,0,2019
2019-12-29,17,ATL,TAM,1,2019
2019-12-29,17,NYJ,BUF,1,2019
2019-12-29,17,NOR,CAR,1,2019
2019-12-29,17,CHI,MIN,1,2019
2019-12-29,17,CIN,CLE,0,2019
2019-12-29,17,GNB,DET,1,2019
2019-12-29,17,PIT,BAL,1,2019
2019-12-29,17,KAN,LAC,0,2019
2019-12-29,17,JAX,IND,0,2019
2019-12-29,17,LAR,ARI,0,2019
2019-12-29,17,DAL,WAS,0,2019
2019-12-29,17,DEN,OAK,0,2019
2019-12-29,17,TEN,HOU,1,2019
2019-12-29,17,PHI,NYG,1,2019
2019-12-29,17,MIA,NWE,1,2019
2019-12-29,17,SEA,SFO,0,2019
