date,team,opp,stadium_name,is_outdoor,avg_windspeed,max_snow_depth,total_precip,avg_temp
2019-09-15,GNB,MIN,Lambeau Field,1,13.6457,0.0,0.0,65.84
2019-09-15,HOU,JAX,NRG Stadium,0,0.0,0.0,0.0,75.0
2019-09-15,IND,TEN,Nissan Stadium,1,8.948,0.0,0.0,80.42
2019-09-15,SFO,CIN,Paul Brown Stadium,1,5.5925,0.0,0.0,69.44
2019-09-15,DAL,WAS,FedExField,1,18.7908,0.0,0.0,76.46000000000001
2019-09-15,DET,LAC,Ford Field,0,0.0,0.0,0.0,75.0
2019-09-15,BAL,ARI,M&T Bank Stadium,1,13.6457,0.0,0.0,78.62
2019-09-16,CLE,NYJ,MetLife Stadium,1,9.6191,0.0,0.0,72.14
2019-09-16,NYJ,CLE,MetLife Stadium,1,9.6191,0.0,0.0,72.14
2019-09-19,JAX,TEN,TIAA Bank Field,1,45.187400000000004,0.0,0.42913408999999997,78.25999999999999
2019-09-19,TEN,JAX,TIAA Bank Field,1,45.187400000000004,0.0,0.42913408999999997,78.25999999999999
2019-09-22,MIN,OAK,TCF Bank Stadium,1,24.383300000000002,0.0,0.011811029999999998,62.42
2019-09-22,BUF,CIN,New Era Field,1,37.805299999999995,0.0,0.0,74.66
2019-09-22,DAL,MIA,AT&T Stadium,0,0.0,0.0,0.0,75.0
2019-09-22,GNB,DEN,Lambeau Field,1,27.2914,0.0,0.61023655,71.24000000000001
2019-09-22,DET,PHI,Lincoln Financial Field,1,18.567100000000003,0.0,0.0,74.48
2019-09-22,KAN,BAL,Arrowhead Stadium,1,28.857300000000002,0.0,0.0,72.14
2019-09-22,IND,ATL,Lucas Oil Stadium,0,0.0,0.0,0.0,75.0
2019-09-22,NWE,NYJ,Gillette Stadium,1,17.6723,0.0,0.0,70.16
2019-09-22,HOU,LAC,SoFi Stadium,1,9.3954,0.0,0.0,74.30000000000001
2019-09-22,CLE,LAR,FirstEnergy Stadium,1,46.753299999999996,0.0,0.0,81.14
2019-09-22,PIT,SFO,Levi's Stadium,1,19.2382,0.0,0.0,68.9
2019-09-22,SEA,NOR,CenturyLink Field,1,23.041100000000004,0.0,0.24015760999999997,62.06
2019-09-22,LAC,HOU,SoFi Stadium,1,9.3954,0.0,0.0,74.30000000000001
2019-09-22,TAM,NYG,Raymond James Stadium,1,28.1862,0.0,0.0,80.42
2019-09-22,ARI,CAR,State Farm Stadium,0,0.0,0.0,0.0,75.0
2019-09-22,CAR,ARI,State Farm Stadium,0,0.0,0.0,0.0,75.0
2019-09-22,OAK,MIN,TCF Bank Stadium,1,24.383300000000002,0.0,0.011811029999999998,62.42
2019-09-22,NYJ,NWE,Gillette Stadium,1,17.6723,0.0,0.0,70.16
2019-09-22,PHI,DET,Lincoln Financial Field,1,18.567100000000003,0.0,0.0,74.48
2019-09-22,DEN,GNB,Lambeau Field,1,27.2914,0.0,0.61023655,71.24000000000001
2019-09-22,MIA,DAL,AT&T Stadium,0,0.0,0.0,0.0,75.0
2019-09-22,CIN,BUF,New Era Field,1,37.805299999999995,0.0,0.0,74.66
2019-09-22,ATL,IND,Lucas Oil Stadium,0,0.0,0.0,0.0,75.0
2019-09-22,LAR,CLE,FirstEnergy Stadium,1,46.753299999999996,0.0,0.0,81.14
2019-09-22,SFO,PIT,Levi's Stadium,1,19.2382,0.0,0.0,68.9
2019-09-22,NOR,SEA,CenturyLink Field,1,23.041100000000004,0.0,0.24015760999999997,62.06
2019-09-22,BAL,KAN,Arrowhead Stadium,1,28.857300000000002,0.0,0.0,72.14
2019-09-22,NYG,TAM,Raymond James Stadium,1,28.1862,0.0,0.0,80.42
2019-09-23,WAS,CHI,FedExField,1,32.6602,0.0,0.0,80.42
2019-09-23,CHI,WAS,FedExField,1,32.6602,0.0,0.0,80.42
2019-09-26,GNB,PHI,Lambeau Field,1,32.2128,0.0,0.0,59.18
2019-09-26,PHI,GNB,Lambeau Field,1,32.2128,0.0,0.0,59.18
2019-09-29,ATL,TEN,Mercedes-Benz Stadium,0,0.0,0.0,0.0,75.0
2019-09-29,JAX,DEN,Empower Field at Mile High,1,53.9117,0.0,0.0,66.74000000000001
2019-09-29,CHI,MIN,Soldier Field,1,33.3313,0.0,0.98818951,64.94
2019-09-29,TAM,LAR,SoFi Stadium,1,17.896,0.0,0.0,66.02
2019-09-29,SEA,ARI,State Farm Stadium,0,0.0,0.0,0.0,75.0
2019-09-29,NYG,WAS,MetLife Stadium,1,25.278100000000002,0.0,0.0,73.22
2019-09-29,LAC,MIA,Hard Rock Stadium,1,45.411100000000005,0.0,0.03149608,83.84
2019-09-29,KAN,DET,Ford Field,0,0.0,0.0,0.0,75.0
2019-09-29,OAK,IND,Lucas Oil Stadium,0,0.0,0.0,0.0,75.0
2019-09-29,CLE,BAL,M&T Bank Stadium,1,23.2648,0.0,0.0,78.25999999999999
2019-09-29,CAR,HOU,NRG Stadium,0,0.0,0.0,0.0,75.0
2019-09-29,NWE,BUF,New Era Field,1,39.3712,0.0,0.0,57.56
2019-09-29,NOR,DAL,Mercedes-Benz Superdome,0,0.0,0.0,0.0,75.0
2019-09-29,BUF,NWE,New Era Field,1,39.3712,0.0,0.0,57.56
2019-09-29,BAL,CLE,M&T Bank Stadium,1,23.2648,0.0,0.0,78.25999999999999
2019-09-29,IND,OAK,Lucas Oil Stadium,0,0.0,0.0,0.0,75.0
2019-09-29,DET,KAN,Ford Field,0,0.0,0.0,0.0,75.0
2019-09-29,TEN,ATL,Mercedes-Benz Stadium,0,0.0,0.0,0.0,75.0
2019-09-29,MIA,LAC,Hard Rock Stadium,1,45.411100000000005,0.0,0.03149608,83.84
2019-09-29,WAS,NYG,MetLife Stadium,1,25.278100000000002,0.0,0.0,73.22
2019-09-29,ARI,SEA,State Farm Stadium,0,0.0,0.0,0.0,75.0
2019-09-29,LAR,TAM,SoFi Stadium,1,17.896,0.0,0.0,66.02
2019-09-29,MIN,CHI,Soldier Field,1,33.3313,0.0,0.98818951,64.94
2019-09-29,DEN,JAX,Empower Field at Mile High,1,53.9117,0.0,0.0,66.74000000000001
2019-09-29,DAL,NOR,Mercedes-Benz Superdome,0,0.0,0.0,0.0,75.0
2019-09-29,HOU,CAR,NRG Stadium,0,0.0,0.0,0.0,75.0
2019-09-30,PIT,CIN,Heinz Field,1,10.513900000000001,0.0,1.35039443,69.44
2019-09-30,CIN,PIT,Heinz Field,1,10.513900000000001,0.0,1.35039443,69.44
2019-10-03,LAR,SEA,CenturyLink Field,1,26.6203,0.0,0.01968505,55.76
2019-10-03,SEA,LAR,CenturyLink Field,1,26.6203,0.0,0.01968505,55.76
2019-10-06,NYJ,PHI,Lincoln Financial Field,1,33.107600000000005,0.0,0.0,62.78
2019-10-06,JAX,CAR,Bank of America Stadium,1,24.1596,0.0,0.03149608,66.92
2019-10-06,CHI,OAK,Oakland Coliseum,1,15.2116,0.0,0.0,65.66
2019-10-06,CIN,ARI,Paul Brown Stadium,1,16.7775,0.0,0.35826790999999997,65.48
2019-10-06,NYG,MIN,MetLife Stadium,1,25.501800000000003,0.0,0.0,64.03999999999999
2019-10-06,TAM,NOR,Mercedes-Benz Superdome,0,0.0,0.0,0.0,75.0
2019-10-06,WAS,NWE,FedExField,1,23.9359,0.0,0.0,66.02
2019-10-06,PIT,BAL,Heinz Field,1,18.567100000000003,0.0,0.33858286,60.44
2019-10-06,LAC,DEN,SoFi Stadium,1,10.2902,0.0,0.0,68.72
2019-10-06,DAL,GNB,AT&T Stadium,0,0.0,0.0,0.0,75.0
2019-10-06,KAN,IND,Arrowhead Stadium,1,5.3688,0.0,0.0,55.22
2019-10-06,TEN,BUF,Nissan Stadium,1,29.752100000000002,0.0,0.94881941,76.64
2019-10-06,PHI,NYJ,Lincoln Financial Field,1,33.107600000000005,0.0,0.0,62.78
2019-10-06,BUF,TEN,Nissan Stadium,1,29.752100000000002,0.0,0.94881941,76.64
2019-10-06,CAR,JAX,Bank of America Stadium,1,24.1596,0.0,0.03149608,66.92
2019-10-06,OAK,CHI,Oakland Coliseum,1,15.2116,0.0,0.0,65.66
2019-10-06,ARI,CIN,Paul Brown Stadium,1,16.7775,0.0,0.35826790999999997,65.48
2019-10-06,MIN,NYG,MetLife Stadium,1,25.501800000000003,0.0,0.0,64.03999999999999
2019-10-06,NOR,TAM,Mercedes-Benz Superdome,0,0.0,0.0,0.0,75.0
2019-10-06,NWE,WAS,FedExField,1,23.9359,0.0,0.0,66.02
2019-10-06,BAL,PIT,Heinz Field,1,18.567100000000003,0.0,0.33858286,60.44
2019-10-06,DEN,LAC,SoFi Stadium,1,10.2902,0.0,0.0,68.72
2019-10-06,GNB,DAL,AT&T Stadium,0,0.0,0.0,0.0,75.0
2019-10-06,IND,KAN,Arrowhead Stadium,1,5.3688,0.0,0.0,55.22
2019-10-06,HOU,ATL,NRG Stadium,0,0.0,0.0,0.0,75.0
2019-10-06,ATL,HOU,NRG Stadium,0,0.0,0.0,0.0,75.0
2019-10-07,CLE,SFO,Levi's Stadium,1,15.435300000000002,0.0,0.0,70.52
2019-10-07,SFO,CLE,Levi's Stadium,1,15.435300000000002,0.0,0.0,70.52
2019-10-10,NYG,NWE,Gillette Stadium,1,67.5574,0.0,0.20078750999999997,50.0
2019-10-10,NWE,NYG,Gillette Stadium,1,67.5574,0.0,0.20078750999999997,50.0
2019-10-13,CAR,TAM,Raymond James Stadium,1,19.2382,0.0,0.0,78.80000000000001
2019-10-13,TEN,DEN,Empower Field at Mile High,1,17.896,0.0,0.0,48.92
2019-10-13,DAL,NYJ,MetLife Stadium,1,18.3434,0.0,0.0,59.72
2019-10-13,LAR,SFO,SoFi Stadium,1,14.0931,0.0,0.0,64.94
2019-10-13,ATL,ARI,State Farm Stadium,0,0.0,0.0,0.0,75.0
2019-10-13,PHI,MIN,TCF Bank Stadium,1,38.700100000000006,0.0,0.03149608,37.94
2019-10-13,JAX,NOR,TIAA Bank Field,1,17.0012,0.0,0.0,73.94
2019-10-13,KAN,HOU,Arrowhead Stadium,1,12.750900000000001,0.0,0.0,51.8
2019-10-13,CLE,SEA,FirstEnergy Stadium,1,51.8984,0.0,0.0,56.120000000000005
2019-10-13,CIN,BAL,M&T Bank Stadium,1,17.6723,0.0,0.0,59.900000000000006
2019-10-13,MIA,WAS,Hard Rock Stadium,1,37.805299999999995,0.0,0.0,82.4
2019-10-13,TAM,CAR,Raymond James Stadium,1,19.2382,0.0,0.0,78.80000000000001
2019-10-13,LAC,PIT,SoFi Stadium,1,14.0931,0.0,0.0,64.94
2019-10-13,WAS,MIA,Hard Rock Stadium,1,37.805299999999995,0.0,0.0,82.4
2019-10-13,BAL,CIN,M&T Bank Stadium,1,17.6723,0.0,0.0,59.900000000000006
2019-10-13,SEA,CLE,FirstEnergy Stadium,1,51.8984,0.0,0.0,56.120000000000005
2019-10-13,HOU,KAN,Arrowhead Stadium,1,12.750900000000001,0.0,0.0,51.8
2019-10-13,NOR,JAX,TIAA Bank Field,1,17.0012,0.0,0.0,73.94
2019-10-13,MIN,PHI,TCF Bank Stadium,1,38.700100000000006,0.0,0.03149608,37.94
2019-10-13,ARI,ATL,State Farm Stadium,0,0.0,0.0,0.0,75.0
2019-10-13,SFO,LAR,SoFi Stadium,1,14.0931,0.0,0.0,64.94
2019-10-13,NYJ,DAL,MetLife Stadium,1,18.3434,0.0,0.0,59.72
2019-10-13,DEN,TEN,Empower Field at Mile High,1,17.896,0.0,0.0,48.92
2019-10-13,PIT,LAC,SoFi Stadium,1,14.0931,0.0,0.0,64.94
2019-10-14,GNB,DET,Lambeau Field,1,25.7255,0.0,0.0,39.56
2019-10-14,DET,GNB,Lambeau Field,1,25.7255,0.0,0.0,39.56
2019-10-17,DEN,KAN,Empower Field at Mile High,1,25.7255,0.0,0.0,57.92
2019-10-17,KAN,DEN,Empower Field at Mile High,1,25.7255,0.0,0.0,57.92
2019-10-20,JAX,CIN,Paul Brown Stadium,1,4.6977,0.0,0.0,60.8
2019-10-20,HOU,IND,Lucas Oil Stadium,0,0.0,0.0,0.0,75.0
2019-10-20,LAR,ATL,Mercedes-Benz Stadium,0,0.0,0.0,0.0,75.0
2019-10-20,BUF,MIA,New Era Field,1,17.0012,0.0,0.0,50.900000000000006
2019-10-20,IND,HOU,Lucas Oil Stadium,0,0.0,0.0,0.0,75.0
2019-10-20,MIN,DET,Ford Field,0,0.0,0.0,0.0,75.0
2019-10-20,SFO,WAS,FedExField,1,29.3047,0.0,1.59842606,54.5
2019-10-20,DAL,PHI,AT&T Stadium,0,0.0,0.0,0.0,75.0
2019-10-20,BAL,SEA,CenturyLink Field,1,23.7122,0.0,0.12992132999999997,49.64
2019-10-20,NOR,CHI,Soldier Field,1,25.0544,0.0,0.0,54.86
2019-10-20,TEN,LAC,Nissan Stadium,1,8.0532,0.0,0.0,64.94
2019-10-20,MIA,BUF,New Era Field,1,17.0012,0.0,0.0,50.900000000000006
2019-10-20,ARI,NYG,MetLife Stadium,1,11.8561,0.0,0.66141768,50.72
2019-10-20,GNB,OAK,Lambeau Field,1,16.1064,0.0,0.0,52.879999999999995
2019-10-20,PHI,DAL,AT&T Stadium,0,0.0,0.0,0.0,75.0
2019-10-20,SEA,BAL,CenturyLink Field,1,23.7122,0.0,0.12992132999999997,49.64
2019-10-20,CHI,NOR,Soldier Field,1,25.0544,0.0,0.0,54.86
2019-10-20,LAC,TEN,Nissan Stadium,1,8.0532,0.0,0.0,64.94
2019-10-20,OAK,GNB,Lambeau Field,1,16.1064,0.0,0.0,52.879999999999995
2019-10-20,NYG,ARI,MetLife Stadium,1,11.8561,0.0,0.66141768,50.72
2019-10-20,CIN,JAX,Paul Brown Stadium,1,4.6977,0.0,0.0,60.8
2019-10-20,ATL,LAR,Mercedes-Benz Stadium,0,0.0,0.0,0.0,75.0
2019-10-20,WAS,SFO,FedExField,1,29.3047,0.0,1.59842606,54.5
2019-10-20,DET,MIN,Ford Field,0,0.0,0.0,0.0,75.0
2019-10-21,NWE,NYJ,MetLife Stadium,1,20.804100000000002,0.0,0.0,57.92
2019-10-21,NYJ,NWE,MetLife Stadium,1,20.804100000000002,0.0,0.0,57.92
2019-10-24,MIN,WAS,TCF Bank Stadium,1,25.9492,0.0,0.0,37.22
2019-10-24,WAS,MIN,TCF Bank Stadium,1,25.9492,0.0,0.0,37.22
2019-10-27,NYJ,JAX,TIAA Bank Field,1,25.7255,0.0,0.0,78.25999999999999
2019-10-27,CHI,LAC,Soldier Field,1,41.1608,0.0,0.07086618,51.26
2019-10-27,NOR,ARI,Mercedes-Benz Superdome,0,0.0,0.0,0.0,75.0
2019-10-27,JAX,NYJ,TIAA Bank Field,1,25.7255,0.0,0.0,78.25999999999999
2019-10-27,TEN,TAM,Nissan Stadium,1,10.513900000000001,0.0,0.01968505,60.44
2019-10-27,SFO,CAR,Levi's Stadium,1,42.2793,0.0,0.0,62.06
2019-10-27,NWE,CLE,Gillette Stadium,1,23.041100000000004,0.0,1.4291346299999999,50.900000000000006
2019-10-27,HOU,OAK,NRG Stadium,0,0.0,0.0,0.0,75.0
2019-10-27,GNB,KAN,Arrowhead Stadium,1,17.0012,0.0,0.0,48.379999999999995
2019-10-27,BUF,PHI,New Era Field,1,68.4522,0.0,0.8582681799999999,53.42
2019-10-27,DET,NYG,Ford Field,0,0.0,0.0,0.0,75.0
2019-10-27,IND,DEN,Lucas Oil Stadium,0,0.0,0.0,0.0,75.0
2019-10-27,LAR,CIN,SoFi Stadium,1,25.501800000000003,0.0,0.0,65.66
2019-10-27,PHI,BUF,New Era Field,1,68.4522,0.0,0.8582681799999999,53.42
2019-10-27,LAC,CHI,Soldier Field,1,41.1608,0.0,0.07086618,51.26
2019-10-27,SEA,ATL,Mercedes-Benz Stadium,0,0.0,0.0,0.0,75.0
2019-10-27,KAN,GNB,Arrowhead Stadium,1,17.0012,0.0,0.0,48.379999999999995
2019-10-27,OAK,HOU,NRG Stadium,0,0.0,0.0,0.0,75.0
2019-10-27,CAR,SFO,Levi's Stadium,1,42.2793,0.0,0.0,62.06
2019-10-27,TAM,TEN,Nissan Stadium,1,10.513900000000001,0.0,0.01968505,60.44
2019-10-27,CLE,NWE,Gillette Stadium,1,23.041100000000004,0.0,1.4291346299999999,50.900000000000006
2019-10-27,CIN,LAR,SoFi Stadium,1,25.501800000000003,0.0,0.0,65.66
2019-10-27,ATL,SEA,Mercedes-Benz Stadium,0,0.0,0.0,0.0,75.0
2019-10-27,NYG,DET,Ford Field,0,0.0,0.0,0.0,75.0
2019-10-27,DEN,IND,Lucas Oil Stadium,0,0.0,0.0,0.0,75.0
2019-10-27,ARI,NOR,Mercedes-Benz Superdome,0,0.0,0.0,0.0,75.0
2019-10-28,MIA,PIT,Heinz Field,1,8.0532,0.0,0.0,52.519999999999996
2019-10-28,PIT,MIA,Heinz Field,1,8.0532,0.0,0.0,52.519999999999996
2019-10-31,SFO,ARI,State Farm Stadium,0,0.0,0.0,0.0,75.0
2019-10-31,ARI,SFO,State Farm Stadium,0,0.0,0.0,0.0,75.0
2019-11-03,PIT,IND,Heinz Field,1,23.2648,0.0,0.0,41.18
2019-11-03,PHI,CHI,Lincoln Financial Field,1,30.6469,0.0,0.0,46.58
2019-11-03,HOU,JAX,TIAA Bank Field,1,33.7787,0.0,0.0,62.42
2019-11-03,BUF,WAS,New Era Field,1,43.3978,0.0,0.0,36.5
2019-11-03,MIA,NYJ,Hard Rock Stadium,1,27.7388,0.0,0.6692916999999999,79.16
2019-11-03,CAR,TEN,Bank of America Stadium,1,17.6723,0.0,0.0,48.019999999999996
2019-11-03,KAN,MIN,Arrowhead Stadium,1,38.9238,0.0,0.0,50.18
2019-11-03,WAS,BUF,New Era Field,1,43.3978,0.0,0.0,36.5
2019-11-03,SEA,TAM,CenturyLink Field,1,7.3821,0.0,0.0,46.04
2019-11-03,TEN,CAR,Bank of America Stadium,1,17.6723,0.0,0.0,48.019999999999996
2019-11-03,CHI,PHI,Lincoln Financial Field,1,30.6469,0.0,0.0,46.58
2019-11-03,IND,PIT,Heinz Field,1,23.2648,0.0,0.0,41.18
2019-11-03,NYJ,MIA,Hard Rock Stadium,1,27.7388,0.0,0.6692916999999999,79.16
2019-11-03,MIN,KAN,Arrowhead Stadium,1,38.9238,0.0,0.0,50.18
2019-11-03,DET,OAK,Oakland Coliseum,1,14.540500000000002,0.0,0.0,57.019999999999996
2019-11-03,TAM,SEA,CenturyLink Field,1,7.3821,0.0,0.0,46.04
2019-11-03,CLE,DEN,Empower Field at Mile High,1,26.1729,0.9842525,0.0,40.1
2019-11-03,GNB,LAC,SoFi Stadium,1,7.8295,0.0,0.0,62.42
2019-11-03,NWE,BAL,M&T Bank Stadium,1,21.6989,0.0,0.0,47.66
2019-11-03,BAL,NWE,M&T Bank Stadium,1,21.6989,0.0,0.0,47.66
2019-11-03,LAC,GNB,SoFi Stadium,1,7.8295,0.0,0.0,62.42
2019-11-03,JAX,HOU,TIAA Bank Field,1,33.7787,0.0,0.0,62.42
2019-11-03,OAK,DET,Oakland Coliseum,1,14.540500000000002,0.0,0.0,57.019999999999996
2019-11-03,DEN,CLE,Empower Field at Mile High,1,26.1729,0.9842525,0.0,40.1
2019-11-04,NYG,DAL,MetLife Stadium,1,17.896,0.0,0.0,47.120000000000005
2019-11-04,DAL,NYG,MetLife Stadium,1,17.896,0.0,0.0,47.120000000000005
2019-11-07,OAK,LAC,Oakland Coliseum,1,17.6723,0.0,0.0,53.78
2019-11-07,LAC,OAK,Oakland Coliseum,1,17.6723,0.0,0.0,53.78
2019-11-10,BUF,CLE,FirstEnergy Stadium,1,39.5949,0.0,0.0,44.96
2019-11-10,NOR,ATL,Mercedes-Benz Superdome,0,0.0,0.0,0.0,75.0
2019-11-10,CIN,BAL,Paul Brown Stadium,1,26.1729,0.0,0.0,48.56
2019-11-10,DET,CHI,Soldier Field,1,31.318,0.0,0.03149608,41.0
2019-11-10,KAN,TEN,Nissan Stadium,1,29.752100000000002,0.0,0.0,50.540000000000006
2019-11-10,IND,MIA,Lucas Oil Stadium,0,0.0,0.0,0.0,75.0
2019-11-10,PIT,LAR,Heinz Field,1,25.0544,0.0,0.0,42.44
2019-11-10,NYG,NYJ,MetLife Stadium,1,17.896,0.0,0.0,42.08
2019-11-10,GNB,CAR,Lambeau Field,1,34.673500000000004,0.0,0.05118113,35.06
2019-11-10,MIA,IND,Lucas Oil Stadium,0,0.0,0.0,0.0,75.0
2019-11-10,NYJ,NYG,MetLife Stadium,1,17.896,0.0,0.0,42.08
2019-11-10,ARI,TAM,Raymond James Stadium,1,23.2648,0.0,0.0,67.46000000000001
2019-11-10,TEN,KAN,Nissan Stadium,1,29.752100000000002,0.0,0.0,50.540000000000006
2019-11-10,BAL,CIN,Paul Brown Stadium,1,26.1729,0.0,0.0,48.56
2019-11-10,CHI,DET,Soldier Field,1,31.318,0.0,0.03149608,41.0
2019-11-10,CLE,BUF,FirstEnergy Stadium,1,39.5949,0.0,0.0,44.96
2019-11-10,ATL,NOR,Mercedes-Benz Superdome,0,0.0,0.0,0.0,75.0
2019-11-10,TAM,ARI,Raymond James Stadium,1,23.2648,0.0,0.0,67.46000000000001
2019-11-10,LAR,PIT,Heinz Field,1,25.0544,0.0,0.0,42.44
2019-11-10,CAR,GNB,Lambeau Field,1,34.673500000000004,0.0,0.05118113,35.06
2019-11-10,DAL,MIN,AT&T Stadium,0,0.0,0.0,0.0,75.0
2019-11-10,MIN,DAL,AT&T Stadium,0,0.0,0.0,0.0,75.0
2019-11-11,SEA,SFO,Levi's Stadium,1,5.8162,0.0,0.0,61.16
2019-11-11,SFO,SEA,Levi's Stadium,1,5.8162,0.0,0.0,61.16
2019-11-14,CLE,PIT,FirstEnergy Stadium,1,42.2793,1.181103,0.03149608,33.44
2019-11-14,PIT,CLE,FirstEnergy Stadium,1,42.2793,1.181103,0.03149608,33.44
2019-11-17,CHI,LAR,SoFi Stadium,1,5.1451,0.0,0.0,71.24000000000001
2019-11-17,DET,DAL,Ford Field,0,0.0,0.0,0.0,75.0
2019-11-17,JAX,IND,Lucas Oil Stadium,0,0.0,0.0,0.0,75.0
2019-11-17,MIA,BUF,Hard Rock Stadium,1,38.9238,0.0,0.0,60.44
2019-11-17,CAR,ATL,Bank of America Stadium,1,37.805299999999995,0.0,0.0,47.66
2019-11-17,CIN,OAK,Oakland Coliseum,1,11.185,0.0,0.0,58.82
2019-11-17,TAM,NOR,Raymond James Stadium,1,21.027800000000003,0.0,0.0,52.879999999999995
2019-11-17,ARI,SFO,Levi's Stadium,1,5.8162,0.0,0.0,60.26
2019-11-17,PHI,NWE,Lincoln Financial Field,1,57.2672,0.0,0.0,36.86
2019-11-17,LAR,CHI,SoFi Stadium,1,5.1451,0.0,0.0,71.24000000000001
