name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Patrick Mahomes,KC,QB,7,TEN,27.3,38.0,327.8,2.6,0.7,4.1,22.3,0.2,0.0,0.0,0.0,0.0
Kyler Murray,ARI,QB,7,HOU,24.0,33.4,275.7,2.2,0.6,6.7,37.4,0.5,0.0,0.0,0.0,0.0
Lamar Jackson,BAL,QB,7,CIN,20.9,30.7,243.5,1.8,0.7,13.14,63.1,0.4,0.0,0.0,0.0,0.0
Matthew Stafford,LAR,QB,7,DET,24.8,35.3,316.7,2.3,0.7,2.2,6.2,0.1,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,7,WAS,23.9,33.7,279.4,2.4,0.5,2.3,8.4,0.1,0.0,0.0,0.0,0.0
Jalen Hurts,PHI,QB,7,LV,21.8,33.6,242.8,1.4,0.8,10.41,50.0,0.4,0.0,0.0,0.0,0.0
Tom Brady,TB,QB,7,CHI,26.7,38.9,305.6,2.3,0.7,1.3,2.4,0.1,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,7,KC,21.5,32.2,264.4,1.8,0.7,3.91,18.8,0.2,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,7,MIA,25.6,38.8,283.5,1.9,0.8,1.7,3.8,0.1,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,7,PHI,23.6,36.5,278.3,1.8,0.7,2.5,7.6,0.1,0.0,0.0,0.0,0.0
Joe Burrow,CIN,QB,7,BAL,22.1,34.9,259.2,1.8,0.8,2.7,10.6,0.1,0.0,0.0,0.0,0.0
Tua Tagovailoa,MIA,QB,7,ATL,24.6,36.8,259.1,1.7,0.8,2.7,9.8,0.1,0.0,0.0,0.0,0.0
Sam Darnold,CAR,QB,7,NYG,22.1,34.1,254.4,1.5,1.0,3.9,16.6,0.2,0.0,0.0,0.0,0.0
Daniel Jones,NYG,QB,7,CAR,21.8,35.3,238.8,1.3,0.9,5.4,29.3,0.2,0.0,0.0,0.0,0.0
Teddy Bridgewater,DEN,QB,7,CLE,21.9,34.7,248.1,1.5,0.8,3.1,11.7,0.1,0.0,0.0,0.0,0.0
Jameis Winston,NO,QB,7,SEA,18.4,29.4,215.1,1.7,0.8,4.2,16.1,0.1,0.0,0.0,0.0,0.0
Taylor Heinicke,WAS,QB,7,GB,21.5,33.9,233.9,1.5,1.0,3.4,17.8,0.1,0.0,0.0,0.0,0.0
Mac Jones,NE,QB,7,NYJ,22.8,34.4,249.1,1.7,0.8,2.0,5.4,0.0,0.0,0.0,0.0,0.0
Carson Wentz,IND,QB,7,SF,20.3,33.4,236.4,1.5,0.8,3.4,11.5,0.1,0.0,0.0,0.0,0.0
Jimmy Garoppolo,SF,QB,7,IND,20.9,31.3,241.6,1.5,0.7,2.3,4.5,0.1,0.0,0.0,0.0,0.0
Geno Smith,SEA,QB,7,NO,19.2,32.0,218.8,1.4,1.0,3.2,13.7,0.1,0.0,0.0,0.0,0.0
Justin Fields,CHI,QB,7,TB,19.7,30.9,202.3,1.2,1.0,5.2,23.6,0.1,0.0,0.0,0.0,0.0
Jared Goff,DET,QB,7,LAR,23.7,36.5,238.2,1.2,0.9,1.9,6.4,0.1,0.0,0.0,0.0,0.0
Case Keenum,CLE,QB,7,DEN,19.0,30.5,216.0,1.3,0.9,2.0,7.5,0.1,0.0,0.0,0.0,0.0
Zach Wilson,NYJ,QB,7,NE,19.3,33.8,221.9,1.2,1.2,2.2,8.5,0.1,0.0,0.0,0.0,0.0
Davis Mills,HOU,QB,7,ARI,18.9,33.3,203.6,1.1,1.2,1.8,5.3,0.0,0.0,0.0,0.0,0.0
Kyle Allen,WAS,QB,7,GB,1.1,2.3,21.9,0.2,0.2,0.3,1.4,0.0,0.0,0.0,0.0,0.0
Drew Lock,DEN,QB,7,CLE,2.4,4.2,20.8,0.1,0.1,0.5,1.3,0.0,0.0,0.0,0.0,0.0
Brian Hoyer,NE,QB,7,NYJ,1.0,1.1,10.4,0.1,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0
