name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Josh Allen,BUF,QB,5,KC,25.6,37.3,293.2,2.1,0.8,6.2,30.9,0.3,0.0,0.0,0.0,0.0
Patrick Mahomes,KC,QB,5,BUF,25.4,36.5,297.0,2.3,0.6,3.5,16.9,0.2,0.0,0.0,0.0,0.0
Kyler Murray,ARI,QB,5,SF,23.7,34.4,269.0,1.9,0.9,6.7,35.9,0.4,0.0,0.0,0.0,0.0
Lamar Jackson,BAL,QB,5,IND,19.1,29.3,228.2,1.6,0.7,12.77,61.3,0.4,0.0,0.0,0.0,0.0
Dak Prescott,DAL,QB,5,NYG,24.8,34.6,279.3,2.2,0.6,4.0,17.6,0.2,0.0,0.0,0.0,0.0
Tom Brady,TB,QB,5,MIA,26.3,39.4,310.0,2.3,0.7,1.2,1.9,0.1,0.0,0.0,0.0,0.0
Matthew Stafford,LAR,QB,5,SEA,25.4,38.2,305.9,2.2,0.7,2.5,6.3,0.1,0.0,0.0,0.0,0.0
Jalen Hurts,PHI,QB,5,CAR,20.4,34.5,241.6,1.5,0.7,8.2,48.4,0.3,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,5,DET,24.3,33.7,291.5,2.2,0.7,1.8,8.1,0.1,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,5,CIN,23.2,33.7,270.7,2.2,0.5,2.1,8.3,0.1,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,5,LAR,22.2,31.8,257.3,2.0,0.6,3.8,20.9,0.1,0.0,0.0,0.0,0.0
Justin Herbert,LAC,QB,5,CLE,25.3,37.9,283.0,1.9,0.8,3.7,14.4,0.1,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,5,JAX,21.7,31.9,257.5,1.8,0.6,3.5,18.4,0.2,0.0,0.0,0.0,0.0
Sam Darnold,CAR,QB,5,PHI,23.3,35.0,265.5,1.6,0.8,4.1,16.8,0.3,0.0,0.0,0.0,0.0
Daniel Jones,NYG,QB,5,DAL,23.1,35.7,259.5,1.5,0.9,5.6,31.5,0.2,0.0,0.0,0.0,0.0
Trey Lance,SF,QB,5,ARI,18.0,31.5,216.8,1.4,0.9,7.85,37.7,0.4,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,5,CHI,23.5,35.7,279.1,1.8,0.7,2.4,7.1,0.1,0.0,0.0,0.0,0.0
Joe Burrow,CIN,QB,5,GB,22.5,33.7,261.2,1.9,0.7,2.7,9.4,0.1,0.0,0.0,0.0,0.0
Trevor Lawrence,JAX,QB,5,TEN,21.9,35.0,251.7,1.6,1.0,3.8,19.7,0.2,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,5,NYJ,24.9,37.8,262.9,1.7,0.7,1.7,5.1,0.1,0.0,0.0,0.0,0.0
Mac Jones,NE,QB,5,HOU,23.6,35.6,261.4,1.6,0.7,2.4,5.9,0.1,0.0,0.0,0.0,0.0
Taylor Heinicke,WAS,QB,5,NO,20.7,34.7,241.7,1.6,1.0,4.0,17.7,0.1,0.0,0.0,0.0,0.0
Justin Fields,CHI,QB,5,LV,19.4,32.2,216.7,1.3,1.0,5.8,26.8,0.2,0.0,0.0,0.0,0.0
Jared Goff,DET,QB,5,MIN,23.7,38.0,262.0,1.4,0.8,2.6,8.5,0.1,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,5,LAC,20.3,31.5,236.5,1.5,0.8,3.1,10.5,0.1,0.0,0.0,0.0,0.0
