name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Josh Allen,BUF,QB,6,TEN,24.9,36.4,294.3,2.2,0.7,6.3,34.9,0.4,0.0,0.0,0.0,0.0
Patrick Mahomes,KC,QB,6,WAS,26.7,37.3,318.1,2.6,0.7,4.0,21.3,0.1,0.0,0.0,0.0,0.0
Lamar Jackson,BAL,QB,6,LAC,20.5,32.2,245.4,1.8,0.7,13.31,63.9,0.4,0.0,0.0,0.0,0.0
Jalen Hurts,PHI,QB,6,TB,23.2,35.4,260.2,1.6,0.9,8.0,46.0,0.4,0.0,0.0,0.0,0.0
Tom Brady,TB,QB,6,PHI,27.5,40.1,318.4,2.4,0.8,1.2,2.3,0.1,0.0,0.0,0.0,0.0
Justin Herbert,LAC,QB,6,BAL,25.8,38.7,297.8,2.1,0.7,4.2,15.4,0.2,0.0,0.0,0.0,0.0
Kyler Murray,ARI,QB,6,CLE,22.7,34.4,267.6,1.7,0.9,6.4,33.0,0.4,0.0,0.0,0.0,0.0
Matthew Stafford,LAR,QB,6,NYG,24.6,35.2,300.7,2.1,0.6,2.1,5.3,0.1,0.0,0.0,0.0,0.0
Dak Prescott,DAL,QB,6,NE,22.1,32.9,262.9,2.0,0.6,3.6,16.0,0.1,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,6,CHI,23.2,34.5,269.7,2.0,0.5,2.0,7.4,0.1,0.0,0.0,0.0,0.0
Joe Burrow,CIN,QB,6,DET,22.4,32.9,276.1,2.0,0.7,2.4,7.9,0.1,0.0,0.0,0.0,0.0
Taylor Heinicke,WAS,QB,6,KC,23.3,34.7,266.5,1.7,1.1,4.3,21.9,0.2,0.0,0.0,0.0,0.0
Sam Darnold,CAR,QB,6,MIN,23.0,35.1,262.6,1.6,1.0,3.9,14.7,0.3,0.0,0.0,0.0,0.0
Carson Wentz,IND,QB,6,HOU,22.2,34.6,258.5,1.8,0.8,3.4,13.6,0.1,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,6,BUF,21.2,32.6,242.0,1.6,0.8,3.2,16.9,0.2,0.0,0.0,0.0,0.0
Trevor Lawrence,JAX,QB,6,MIA,21.2,34.0,239.9,1.6,1.0,4.4,21.6,0.2,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,6,CAR,22.3,34.2,259.8,1.8,0.7,1.7,7.3,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,DEN,QB,6,LV,22.8,34.2,247.3,1.6,0.7,3.0,12.6,0.1,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,6,DEN,23.1,36.1,266.5,1.6,0.8,2.4,7.0,0.1,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,6,ARI,20.0,31.7,241.7,1.6,0.6,2.8,10.8,0.1,0.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,QB,6,SEA,22.9,37.9,253.0,1.8,0.8,1.0,1.2,0.0,0.0,0.0,0.0,0.0
Daniel Jones,NYG,QB,6,LAR,18.8,30.4,217.9,1.2,0.8,5.3,28.9,0.2,0.0,0.0,0.0,0.0
Jared Goff,DET,QB,6,CIN,23.6,37.2,255.3,1.5,0.8,2.1,6.9,0.1,0.0,0.0,0.0,0.0
