name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Josh Allen,BUF,QB,9,JAX,26.1,36.1,304.3,2.4,0.6,6.7,33.8,0.4,0.0,0.0,0.0,0.0
Lamar Jackson,BAL,QB,9,MIN,21.0,31.2,258.9,1.8,0.7,12.85,61.7,0.4,0.0,0.0,0.0,0.0
Patrick Mahomes,KC,QB,9,GB,26.5,37.3,294.6,2.3,0.8,4.1,23.1,0.2,0.0,0.0,0.0,0.0
Matthew Stafford,LAR,QB,9,TEN,24.8,35.4,301.6,2.4,0.7,2.0,5.1,0.0,0.0,0.0,0.0,0.0
Dak Prescott,DAL,QB,9,DEN,24.0,34.1,277.4,2.2,0.6,3.2,12.9,0.1,0.0,0.0,0.0,0.0
Jalen Hurts,PHI,QB,9,LAC,19.4,31.2,217.5,1.3,0.7,10.6,50.9,0.4,0.0,0.0,0.0,0.0
Justin Herbert,LAC,QB,9,PHI,25.5,37.6,279.2,2.0,0.8,3.9,15.8,0.1,0.0,0.0,0.0,0.0
Joe Burrow,CIN,QB,9,CLE,22.3,34.6,267.1,2.1,0.8,2.6,9.6,0.1,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,9,NYG,24.9,35.9,282.8,1.8,0.7,2.3,6.6,0.1,0.0,0.0,0.0,0.0
Daniel Jones,NYG,QB,9,LV,23.1,35.5,247.9,1.5,0.9,5.9,30.4,0.2,0.0,0.0,0.0,0.0
Carson Wentz,IND,QB,9,NYJ,22.1,33.8,250.1,1.9,0.8,3.1,12.4,0.1,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,9,BAL,23.9,36.6,278.6,1.8,0.7,2.0,8.4,0.0,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,9,LAR,22.3,32.2,248.6,1.6,0.8,3.2,16.7,0.2,0.0,0.0,0.0,0.0
Teddy Bridgewater,DEN,QB,9,DAL,22.8,35.3,255.7,1.5,0.9,2.8,11.4,0.1,0.0,0.0,0.0,0.0
Tyrod Taylor,HOU,QB,9,MIA,19.9,32.1,225.5,1.2,0.7,4.0,20.8,0.2,0.0,0.0,0.0,0.0
Jordan Love,GB,QB,9,KC,19.5,33.0,231.5,1.5,0.9,3.7,17.3,0.1,0.0,0.0,0.0,0.0
Jacoby Brissett,MIA,QB,9,HOU,22.5,34.0,231.3,1.5,0.8,3.0,12.3,0.1,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,9,CIN,21.0,32.5,243.8,1.4,0.7,2.3,8.0,0.1,0.0,0.0,0.0,0.0
Jimmy Garoppolo,SF,QB,9,ARI,20.4,31.1,240.8,1.5,0.8,2.3,6.6,0.1,0.0,0.0,0.0,0.0
Mac Jones,NE,QB,9,CAR,23.1,34.6,247.6,1.5,0.8,2.1,6.9,0.0,0.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,QB,9,CHI,23.5,36.3,247.6,1.6,0.8,0.8,1.1,0.0,0.0,0.0,0.0,0.0
Sam Darnold,CAR,QB,9,NE,20.2,33.1,222.1,1.2,1.1,3.9,18.2,0.2,0.0,0.0,0.0,0.0
Trevor Lawrence,JAX,QB,9,BUF,21.0,34.7,222.6,1.3,1.0,3.6,16.5,0.1,0.0,0.0,0.0,0.0
Justin Fields,CHI,QB,9,PIT,16.8,29.1,180.7,1.1,1.0,6.6,34.6,0.2,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,9,NO,22.9,37.2,245.9,1.3,0.9,1.7,4.1,0.0,0.0,0.0,0.0,0.0
Trevor Siemian,NO,QB,9,ATL,19.0,29.2,205.7,1.4,0.8,1.9,4.7,0.1,0.0,0.0,0.0,0.0
Mike White,NYJ,QB,9,IND,23.0,36.4,250.5,1.3,1.3,2.3,4.8,0.0,0.0,0.0,0.0,0.0
Colt McCoy,ARI,QB,9,SF,17.0,26.1,178.7,1.0,0.7,1.6,4.7,0.0,0.0,0.0,0.0,0.0
Taysom Hill,NO,QB,9,ATL,3.8,5.4,40.5,0.3,0.2,3.3,17.2,0.2,0.0,0.0,0.0,0.0
Trey Lance,SF,QB,9,ARI,1.2,2.1,15.2,0.1,0.1,1.5,8.5,0.1,0.0,0.0,0.0,0.0
Davis Mills,HOU,QB,9,MIA,5.0,6.6,36.3,0.1,0.2,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Gardner Minshew II,PHI,QB,9,LAC,1.4,1.9,9.5,0.1,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0
Case Keenum,CLE,QB,9,CIN,1.4,2.3,10.0,0.1,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0
P.J. Walker,CAR,QB,9,NE,2.9,5.1,18.5,0.1,0.1,0.4,0.6,0.0,0.0,0.0,0.0,0.0
Marcus Mariota,LV,QB,9,NYG,0.0,0.0,6.7,0.0,0.0,0.6,3.0,0.0,0.0,0.0,0.0,0.0
Jonathan Taylor,IND,RB,9,NYJ,0.0,0.0,0.0,0.0,0.0,17.5,84.9,0.9,3.4,2.8,25.8,0.1
Alvin Kamara,NO,RB,9,ATL,0.0,0.0,0.0,0.0,0.0,17.2,74.1,0.6,5.1,4.3,36.0,0.3
Najee Harris,PIT,RB,9,CHI,0.0,0.0,0.0,0.0,0.0,19.3,77.9,0.6,5.5,4.1,28.9,0.2
Darrell Henderson,LAR,RB,9,TEN,0.0,0.0,0.0,0.0,0.0,16.4,76.7,0.7,3.5,2.7,21.2,0.2
