name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Justin Herbert,LAC,QB,16,HOU,25.0,36.2,282.5,2.3,0.8,4.4,23.6,0.2,0.0,0.0,0.0,0.0
Patrick Mahomes,KC,QB,16,PIT,25.7,37.2,292.5,2.1,0.7,4.0,21.4,0.2,0.0,0.0,0.0,0.0
Kyler Murray,ARI,QB,16,IND,24.4,35.2,263.1,1.9,0.9,6.8,29.6,0.4,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,16,CLE,24.2,34.3,277.9,2.2,0.4,2.2,9.7,0.2,0.0,0.0,0.0,0.0
Jalen Hurts,PHI,QB,16,NYG,17.8,27.8,204.4,1.3,0.6,9.5,54.9,0.6,0.0,0.0,0.0,0.0
Dak Prescott,DAL,QB,16,WAS,25.1,36.1,278.2,2.1,0.7,3.3,13.8,0.2,0.0,0.0,0.0,0.0
Josh Allen,BUF,QB,16,NE,22.9,35.4,257.8,1.7,0.9,6.2,35.9,0.3,0.0,0.0,0.0,0.0
Matthew Stafford,LAR,QB,16,MIN,24.2,36.6,297.6,2.3,0.8,1.8,4.4,0.0,0.0,0.0,0.0,0.0
Tom Brady,TB,QB,16,CAR,25.9,38.4,286.9,2.1,0.7,1.3,2.9,0.1,0.0,0.0,0.0,0.0
Joe Burrow,CIN,QB,16,BAL,22.7,34.3,271.7,2.0,0.7,2.6,10.6,0.1,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,16,CHI,21.4,30.9,248.1,1.8,0.6,3.1,15.6,0.1,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,16,LAR,22.7,34.2,258.1,1.8,0.8,1.9,7.2,0.1,0.0,0.0,0.0,0.0
Jimmy Garoppolo,SF,QB,16,TEN,21.0,31.4,265.4,1.7,0.8,2.2,6.1,0.1,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,16,DET,23.9,34.7,266.1,1.7,0.8,1.8,5.7,0.1,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,16,DEN,24.4,36.5,274.4,1.5,0.7,2.4,8.4,0.1,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,16,SF,20.0,30.6,228.3,1.5,0.7,3.3,16.9,0.2,0.0,0.0,0.0,0.0
Tua Tagovailoa,MIA,QB,16,NO,22.9,35.9,242.0,1.5,0.9,3.3,13.0,0.2,0.0,0.0,0.0,0.0
Carson Wentz,IND,QB,16,ARI,20.5,32.5,228.2,1.5,0.7,3.3,13.8,0.1,0.0,0.0,0.0,0.0
Taylor Heinicke,WAS,QB,16,DAL,20.6,33.3,222.3,1.4,0.8,4.1,19.9,0.1,0.0,0.0,0.0,0.0
Zach Wilson,NYJ,QB,16,JAX,20.7,34.0,226.1,1.4,0.9,3.0,14.0,0.2,0.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,QB,16,KC,23.2,38.7,260.4,1.6,0.8,0.6,1.6,0.0,0.0,0.0,0.0,0.0
Trevor Lawrence,JAX,QB,16,NYJ,20.7,33.4,227.0,1.1,0.9,4.1,18.8,0.2,0.0,0.0,0.0,0.0
Josh Johnson,BAL,QB,16,CIN,19.7,33.4,225.2,1.2,1.1,5.8,24.8,0.1,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,16,GB,20.0,31.4,223.7,1.4,0.8,3.3,8.1,0.1,0.0,0.0,0.0,0.0
Mac Jones,NE,QB,16,BUF,21.1,33.4,232.6,1.5,0.8,1.9,6.3,0.0,0.0,0.0,0.0,0.0
Drew Lock,DEN,QB,16,LV,20.9,33.2,220.7,1.3,1.0,2.6,10.0,0.1,0.0,0.0,0.0,0.0
