name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Lamar Jackson,BAL,QB,10,MIA,21.3,31.0,255.8,1.9,0.7,14.0,67.2,0.4,0.0,0.0,0.0,0.0
Josh Allen,BUF,QB,10,NYJ,25.0,35.7,285.8,2.2,0.7,6.9,39.2,0.4,0.0,0.0,0.0,0.0
Dak Prescott,DAL,QB,10,ATL,25.5,35.6,299.1,2.3,0.6,3.6,17.4,0.2,0.0,0.0,0.0,0.0
Patrick Mahomes,KC,QB,10,LV,25.6,37.1,291.8,2.2,0.7,3.9,22.3,0.2,0.0,0.0,0.0,0.0
Tom Brady,TB,QB,10,WAS,27.5,39.7,316.4,2.5,0.7,1.1,2.3,0.1,0.0,0.0,0.0,0.0
Justin Herbert,LAC,QB,10,MIN,25.5,37.6,292.1,2.0,0.8,3.7,17.9,0.2,0.0,0.0,0.0,0.0
Matthew Stafford,LAR,QB,10,SF,24.3,35.8,295.8,2.1,0.7,2.0,5.8,0.1,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,10,SEA,24.1,34.4,274.2,2.1,0.5,2.3,9.7,0.1,0.0,0.0,0.0,0.0
Jalen Hurts,PHI,QB,10,DEN,17.1,30.1,204.7,1.2,0.6,11.02,52.9,0.5,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,10,GB,21.2,32.0,255.4,1.9,0.7,4.1,21.2,0.1,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,10,KC,25.0,37.0,292.6,1.8,0.7,2.5,7.9,0.1,0.0,0.0,0.0,0.0
Carson Wentz,IND,QB,10,JAX,22.7,33.5,255.7,1.9,0.6,3.1,12.3,0.1,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,10,LAC,23.2,35.1,260.8,1.8,0.7,2.1,8.6,0.1,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,10,NO,20.7,31.8,244.2,1.7,0.8,3.1,16.9,0.2,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,10,DAL,25.2,38.4,283.7,1.8,0.8,1.6,4.9,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,DEN,QB,10,PHI,22.7,33.5,246.0,1.6,0.7,2.9,11.0,0.1,0.0,0.0,0.0,0.0
Taylor Heinicke,WAS,QB,10,TB,22.7,35.1,240.4,1.5,1.1,4.1,22.1,0.1,0.0,0.0,0.0,0.0
Trevor Lawrence,JAX,QB,10,IND,22.3,35.2,237.5,1.4,0.9,3.8,15.7,0.2,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,10,NE,19.2,31.6,240.1,1.5,0.8,2.7,8.4,0.1,0.0,0.0,0.0,0.0
Jimmy Garoppolo,SF,QB,10,LAR,21.3,32.8,248.8,1.5,0.9,2.2,5.9,0.1,0.0,0.0,0.0,0.0
