name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Josh Allen,BUF,QB,14,TB,25.5,36.6,275.3,2.0,0.9,5.8,31.3,0.4,0.0,0.0,0.0,0.0
Patrick Mahomes,KC,QB,14,LV,26.5,36.8,288.7,2.3,0.6,3.3,17.1,0.1,0.0,0.0,0.0,0.0
Kyler Murray,ARI,QB,14,LAR,23.8,34.6,267.9,1.8,0.8,6.9,31.1,0.4,0.0,0.0,0.0,0.0
Lamar Jackson,BAL,QB,14,CLE,20.6,32.7,241.3,1.4,0.9,13.37,64.2,0.3,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,14,CHI,24.3,34.0,276.1,2.2,0.4,2.3,10.2,0.2,0.0,0.0,0.0,0.0
Justin Herbert,LAC,QB,14,NYG,25.5,37.5,284.6,2.0,0.8,4.3,20.5,0.2,0.0,0.0,0.0,0.0
Dak Prescott,DAL,QB,14,WAS,25.4,36.7,290.0,2.1,0.7,3.5,14.2,0.2,0.0,0.0,0.0,0.0
Tom Brady,TB,QB,14,BUF,26.5,39.0,295.3,2.3,0.8,1.1,2.3,0.1,0.0,0.0,0.0,0.0
Taysom Hill,NO,QB,14,NYJ,17.8,28.2,196.1,1.3,0.8,9.1,49.0,0.5,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,14,HOU,21.8,31.2,259.3,1.9,0.6,3.3,16.5,0.1,0.0,0.0,0.0,0.0
Matthew Stafford,LAR,QB,14,ARI,24.4,37.2,294.7,2.0,0.8,1.9,4.5,0.0,0.0,0.0,0.0,0.0
Cam Newton,CAR,QB,14,ATL,19.9,31.6,219.1,1.4,0.9,7.3,35.5,0.4,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,14,PIT,23.3,34.7,268.4,1.9,0.7,1.8,7.5,0.1,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,14,KC,23.6,36.9,283.2,1.6,0.7,2.3,8.1,0.1,0.0,0.0,0.0,0.0
Joe Burrow,CIN,QB,14,SF,22.6,33.8,256.4,1.9,0.8,2.2,8.6,0.1,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,14,JAX,21.0,30.5,229.5,1.7,0.7,3.0,15.8,0.2,0.0,0.0,0.0,0.0
Taylor Heinicke,WAS,QB,14,DAL,21.5,32.9,240.9,1.6,0.8,4.2,21.5,0.1,0.0,0.0,0.0,0.0
Teddy Bridgewater,DEN,QB,14,DET,23.1,34.0,250.1,1.7,0.8,2.9,12.1,0.1,0.0,0.0,0.0,0.0
Jimmy Garoppolo,SF,QB,14,CIN,21.3,32.2,258.3,1.7,0.8,2.2,6.3,0.1,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,14,BAL,20.5,32.1,242.9,1.5,0.7,2.4,7.5,0.1,0.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,QB,14,MIN,23.2,38.0,257.5,1.6,0.8,0.6,1.3,0.0,0.0,0.0,0.0,0.0
Justin Fields,CHI,QB,14,GB,17.8,30.6,202.7,1.1,1.0,6.2,34.3,0.2,0.0,0.0,0.0,0.0
Trevor Lawrence,JAX,QB,14,TEN,20.2,33.3,227.9,1.3,0.8,3.5,16.7,0.1,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,14,CAR,22.4,35.0,252.2,1.4,0.9,1.6,4.4,0.1,0.0,0.0,0.0,0.0
Zach Wilson,NYJ,QB,14,NO,20.2,34.3,226.5,1.3,1.2,2.0,7.9,0.1,0.0,0.0,0.0,0.0
Jared Goff,DET,QB,14,DEN,20.4,34.1,218.1,1.2,0.8,1.5,4.6,0.1,0.0,0.0,0.0,0.0
Mike Glennon,NYG,QB,14,LAC,19.8,34.6,221.1,1.3,1.0,1.5,4.3,0.0,0.0,0.0,0.0,0.0
Davis Mills,HOU,QB,14,SEA,20.8,34.0,222.1,1.1,1.0,2.3,5.2,0.0,0.0,0.0,0.0,0.0
P.J. Walker,CAR,QB,14,ATL,1.4,2.2,11.4,0.1,0.1,0.3,0.8,0.0,0.0,0.0,0.0,0.0
Brandon Allen,CIN,QB,14,SF,1.2,2.0,9.7,0.1,0.1,0.3,0.5,0.0,0.0,0.0,0.0,0.0
Trey Lance,SF,QB,14,CIN,0.0,0.0,6.9,0.0,0.0,0.8,3.6,0.0,0.0,0.0,0.0,0.0
Marcus Mariota,LV,QB,14,KC,0.0,0.0,5.8,0.0,0.0,0.5,2.7,0.0,0.0,0.0,0.0,0.0
Austin Ekeler,LAC,RB,14,NYG,0.0,0.0,0.0,0.0,0.0,14.0,64.3,0.6,6.2,5.1,41.7,0.3
Alvin Kamara,NO,RB,14,NYJ,0.0,0.0,0.0,0.0,0.0,15.4,68.4,0.6,5.0,4.1,35.9,0.2
Antonio Gibson,WAS,RB,14,DAL,0.0,0.0,0.0,0.0,0.0,19.0,78.5,0.6,4.9,3.7,24.0,0.1
Najee Harris,PIT,RB,14,MIN,0.0,0.0,0.0,0.0,0.0,19.1,74.4,0.6,4.9,3.8,25.4,0.1
Joe Mixon,CIN,RB,14,SF,0.0,0.0,0.0,0.0,0.0,18.6,77.9,0.6,3.4,2.6,18.8,0.1
Ezekiel Elliott,DAL,RB,14,WAS,0.0,0.0,0.0,0.0,0.0,16.0,66.7,0.6,4.2,3.5,23.2,0.2
Nick Chubb,CLE,RB,14,BAL,0.0,0.0,0.0,0.0,0.0,16.5,81.5,0.6,1.9,1.5,11.7,0.1
Leonard Fournette,TB,RB,14,BUF,0.0,0.0,0.0,0.0,0.0,15.7,65.8,0.5,5.9,4.8,31.9,0.1
Dalvin Cook,MIN,RB,14,PIT,0.0,0.0,0.0,0.0,0.0,16.3,76.9,0.5,3.3,2.6,19.9,0.1
Sony Michel,LAR,RB,14,ARI,0.0,0.0,0.0,0.0,0.0,18.9,81.1,0.5,3.0,2.3,14.0,0.1
Aaron Jones,GB,RB,14,CHI,0.0,0.0,0.0,0.0,0.0,12.4,58.4,0.5,4.1,3.2,25.4,0.2
David Montgomery,CHI,RB,14,GB,0.0,0.0,0.0,0.0,0.0,16.8,69.5,0.5,3.4,2.5,18.7,0.1
Cordarrelle Patterson,ATL,RB,14,CAR,0.0,0.0,0.0,0.0,0.0,11.5,53.0,0.3,4.6,3.5,34.8,0.3
Jonathan Williams,DEN,RB,14,DET,0.0,0.0,0.0,0.0,0.0,14.8,66.4,0.5,3.3,2.6,21.0,0.1
Josh Jacobs,LV,RB,14,KC,0.0,0.0,0.0,0.0,0.0,14.8,57.3,0.5,5.2,4.0,28.6,0.1
James Conner,ARI,RB,14,LAR,0.0,0.0,0.0,0.0,0.0,15.3,58.5,0.7,2.3,1.5,12.9,0.1
Saquon Barkley,NYG,RB,14,LAC,0.0,0.0,0.0,0.0,0.0,14.8,60.7,0.4,5.1,3.6,24.1,0.1
James Robinson,JAX,RB,14,TEN,0.0,0.0,0.0,0.0,0.0,13.9,58.4,0.4,3.9,2.7,19.2,0.1
Clyde Edwards-Helaire,KC,RB,14,LV,0.0,0.0,0.0,0.0,0.0,12.8,59.6,0.4,3.0,2.3,17.3,0.1
AJ Dillon,GB,RB,14,CHI,0.0,0.0,0.0,0.0,0.0,12.2,54.9,0.3,2.6,2.1,18.5,0.2
Jeff Wilson,SF,RB,14,CIN,0.0,0.0,0.0,0.0,0.0,14.4,57.2,0.4,2.5,1.7,12.5,0.1
Devonta Freeman,BAL,RB,14,CLE,0.0,0.0,0.0,0.0,0.0,12.6,51.0,0.4,3.4,2.7,18.2,0.1
Kareem Hunt,CLE,RB,14,BAL,0.0,0.0,0.0,0.0,0.0,8.8,38.2,0.4,3.5,2.7,21.8,0.2
Chuba Hubbard,CAR,RB,14,ATL,0.0,0.0,0.0,0.0,0.0,13.7,55.1,0.4,2.8,2.1,15.6,0.0
D'Onta Foreman,TEN,RB,14,JAX,0.0,0.0,0.0,0.0,0.0,13.0,56.0,0.4,1.5,0.9,8.2,0.1
Melvin Gordon,DEN,RB,14,DET,0.0,0.0,0.0,0.0,0.0,10.9,49.1,0.4,2.3,1.7,11.1,0.1
Jermar Jefferson,DET,RB,14,DEN,0.0,0.0,0.0,0.0,0.0,11.4,42.7,0.3,2.9,2.0,15.2,0.0
Alex Collins,SEA,RB,14,HOU,0.0,0.0,0.0,0.0,0.0,10.3,45.2,0.4,1.1,0.8,5.3,0.0
Tommy Bohanon,NYJ,RB,14,NO,0.0,0.0,0.0,0.0,0.0,9.6,34.7,0.2,4.1,2.8,20.7,0.1
Ty Johnson,NYJ,RB,14,NO,0.0,0.0,0.0,0.0,0.0,9.6,34.7,0.2,4.1,2.8,20.7,0.1
Dontrell Hilliard,TEN,RB,14,JAX,0.0,0.0,0.0,0.0,0.0,7.5,34.2,0.3,3.5,2.2,12.8,0.1
Godwin Igwebuike,DET,RB,14,DEN,0.0,0.0,0.0,0.0,0.0,8.0,32.7,0.2,3.0,2.5,18.7,0.1
Rex Burkhead,HOU,RB,14,SEA,0.0,0.0,0.0,0.0,0.0,10.7,36.4,0.2,2.6,1.9,14.9,0.1
Darrel Williams,KC,RB,14,LV,0.0,0.0,0.0,0.0,0.0,6.4,26.9,0.2,3.5,2.9,22.0,0.1
Devin Singletary,BUF,RB,14,TB,0.0,0.0,0.0,0.0,0.0,9.0,38.0,0.2,2.9,2.0,12.3,0.1
Alexander Mattison,MIN,RB,14,PIT,0.0,0.0,0.0,0.0,0.0,8.5,34.1,0.2,2.5,2.0,13.6,0.1
Rashaad Penny,SEA,RB,14,HOU,0.0,0.0,0.0,0.0,0.0,9.5,38.9,0.2,1.3,0.9,7.0,0.0
Mike Davis,ATL,RB,14,CAR,0.0,0.0,0.0,0.0,0.0,6.4,23.4,0.2,3.3,2.4,15.6,0.1
Ameer Abdullah,CAR,RB,14,ATL,0.0,0.0,0.0,0.0,0.0,6.5,23.6,0.1,3.9,2.8,19.7,0.1
Austin Walter,NYJ,RB,14,NO,0.0,0.0,0.0,0.0,0.0,8.1,30.8,0.2,2.3,1.6,11.8,0.0
Jamycal Hasty,SF,RB,14,CIN,0.0,0.0,0.0,0.0,0.0,5.9,21.8,0.1,3.2,2.3,16.2,0.1
Samaje Perine,CIN,RB,14,SF,0.0,0.0,0.0,0.0,0.0,5.3,20.9,0.1,2.4,1.7,10.7,0.1
Latavius Murray,BAL,RB,14,CLE,0.0,0.0,0.0,0.0,0.0,6.9,26.0,0.2,1.4,0.8,5.2,0.0
Jeremy McNichols,TEN,RB,14,JAX,0.0,0.0,0.0,0.0,0.0,3.7,15.0,0.1,2.8,1.9,15.0,0.1
Matt Breida,BUF,RB,14,TB,0.0,0.0,0.0,0.0,0.0,4.5,18.8,0.1,1.9,1.3,9.3,0.1
Ronald Jones II,TB,RB,14,BUF,0.0,0.0,0.0,0.0,0.0,5.3,23.3,0.2,1.1,0.6,3.4,0.0
Carlos Hyde,JAX,RB,14,TEN,0.0,0.0,0.0,0.0,0.0,6.9,24.6,0.1,2.0,1.1,6.4,0.0
DeeJay Dallas,SEA,RB,14,HOU,0.0,0.0,0.0,0.0,0.0,2.6,11.0,0.1,2.7,1.8,11.9,0.1
Devontae Booker,NYG,RB,14,LAC,0.0,0.0,0.0,0.0,0.0,5.4,21.8,0.1,1.6,1.1,7.3,0.0
Justin Jackson,LAC,RB,14,NYG,0.0,0.0,0.0,0.0,0.0,3.9,17.8,0.1,1.4,1.0,6.0,0.0
Tony Jones,NO,RB,14,NYJ,0.0,0.0,0.0,0.0,0.0,4.9,17.7,0.1,1.2,0.8,5.3,0.0
Royce Freeman,HOU,RB,14,SEA,0.0,0.0,0.0,0.0,0.0,3.5,13.1,0.1,1.1,0.7,6.2,0.0
Peyton Barber,LV,RB,14,KC,0.0,0.0,0.0,0.0,0.0,4.7,16.3,0.1,1.2,0.7,4.5,0.0
Mark Ingram,NO,RB,14,NYJ,0.0,0.0,0.0,0.0,0.0,3.1,12.1,0.1,1.2,1.0,7.5,0.0
Khalil Herbert,CHI,RB,14,GB,0.0,0.0,0.0,0.0,0.0,3.3,13.6,0.1,1.1,0.6,3.5,0.0
Corey Clement,DAL,RB,14,WAS,0.0,0.0,0.0,0.0,0.0,4.2,13.9,0.1,1.3,1.0,5.8,0.0
Mekhi Sargent,LAR,RB,14,ARI,0.0,0.0,0.0,0.0,0.0,2.5,9.4,0.1,1.7,0.6,5.0,0.0
Qadree Ollison,ATL,RB,14,CAR,0.0,0.0,0.0,0.0,0.0,2.9,11.0,0.1,1.0,0.6,3.2,0.0
Jaret Patterson,WAS,RB,14,DAL,0.0,0.0,0.0,0.0,0.0,2.7,10.5,0.1,1.0,0.5,3.3,0.0
Duke Johnson,CLE,RB,14,BAL,0.0,0.0,0.0,0.0,0.0,1.6,8.5,0.1,0.8,0.5,3.4,0.0
Eno Benjamin,ARI,RB,14,LAR,0.0,0.0,0.0,0.0,0.0,2.0,7.7,0.1,0.9,0.5,2.8,0.0
Derrick Gore,KC,RB,14,LV,0.0,0.0,0.0,0.0,0.0,1.58,7.6,0.1,0.3,0.3,2.0,0.0
Jalen Richard,LV,RB,14,KC,0.0,0.0,0.0,0.0,0.0,1.6,6.7,0.0,1.6,1.1,7.8,0.0
Nate McCrary,BAL,RB,14,CLE,0.0,0.0,0.0,0.0,0.0,1.3,5.8,0.1,0.3,0.1,2.1,0.0
Mike Boone,DEN,RB,14,DET,0.0,0.0,0.0,0.0,0.0,1.1,6.0,0.1,0.2,0.1,0.6,0.0
Giovani Bernard,TB,RB,14,BUF,0.0,0.0,0.0,0.0,0.0,1.0,3.9,0.0,1.6,1.2,7.4,0.0
Wendell Smallwood,WAS,RB,14,DAL,0.0,0.0,0.0,0.0,0.0,1.0,4.2,0.0,1.0,0.0,6.5,0.0
Demetric Felton,CLE,RB,14,BAL,0.0,0.0,0.0,0.0,0.0,0.6,2.3,0.0,1.5,0.8,7.6,0.0
Kene Nwangwu,MIN,RB,14,PIT,0.0,0.0,0.0,0.0,0.0,1.4,6.1,0.0,1.0,0.4,2.9,0.0
La'Mical Perine,NYJ,RB,14,NO,0.0,0.0,0.0,0.0,0.0,1.4,6.3,0.0,0.7,0.4,2.2,0.0
Reggie Bonnafon,CAR,RB,14,ATL,0.0,0.0,0.0,0.0,0.0,0.6,5.8,0.0,0.3,0.0,2.5,0.0
John Kelly,LAC,RB,14,NYG,0.0,0.0,0.0,0.0,0.0,1.2,5.8,0.0,1.0,0.4,2.1,0.0
Craig Reynolds,DET,RB,14,DEN,0.0,0.0,0.0,0.0,0.0,2.0,6.6,0.0,0.2,0.2,1.1,0.0
Benny Snell Jr.,PIT,RB,14,MIN,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.0,0.8,0.3,1.6,0.0
Jaylen Samuels,HOU,RB,14,SEA,0.0,0.0,0.0,0.0,0.0,1.5,4.2,0.0,0.8,0.6,3.3,0.0
Patrick Taylor,GB,RB,14,CHI,0.0,0.0,0.0,0.0,0.0,1.3,5.8,0.0,0.3,0.2,1.3,0.0
Kalen Ballage,PIT,RB,14,MIN,0.0,0.0,0.0,0.0,0.0,1.4,4.8,0.0,0.9,0.4,1.9,0.0
Damien Williams,CHI,RB,14,GB,0.0,0.0,0.0,0.0,0.0,1.0,4.2,0.0,0.8,0.3,2.0,0.0
Brian Hill,SF,RB,14,CIN,0.0,0.0,0.0,0.0,0.0,0.6,4.6,0.0,0.8,0.3,1.6,0.0
Darrell Henderson,LAR,RB,14,ARI,0.0,0.0,0.0,0.0,0.0,1.6,4.4,0.0,0.3,0.0,1.1,0.0
Dwayne Washington,NO,RB,14,NYJ,0.0,0.0,0.0,0.0,0.0,1.1,3.5,0.0,0.3,0.2,1.7,0.0
Elijhaa Penny,NYG,RB,14,LAC,0.0,0.0,0.0,0.0,0.0,1.2,4.1,0.0,0.7,0.2,1.1,0.0
Justin Jefferson,MIN,WR,14,PIT,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,9.2,7.2,105.3,0.7
Cooper Kupp,LAR,WR,14,ARI,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,9.7,7.9,100.9,0.7
Davante Adams,GB,WR,14,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.3,93.3,0.8
Tyreek Hill,KC,WR,14,LV,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0.1,8.4,6.6,82.2,0.7
Stefon Diggs,BUF,WR,14,TB,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.0,8.7,7.0,85.3,0.6
Deebo Samuel,SF,WR,14,CIN,0.0,0.0,0.0,0.0,0.0,4.37,21.0,0.2,5.6,4.4,60.7,0.4
Diontae Johnson,PIT,WR,14,MIN,0.0,0.0,0.0,0.0,0.0,0.3,1.7,0.0,8.3,6.4,78.4,0.5
Mike Evans,TB,WR,14,BUF,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.0,6.6,5.0,70.0,0.6
CeeDee Lamb,DAL,WR,14,WAS,0.0,0.0,0.0,0.0,0.0,0.3,1.9,0.0,7.5,5.6,75.5,0.5
Chris Godwin,TB,WR,14,BUF,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,7.9,6.5,75.4,0.5
D.K. Metcalf,SEA,WR,14,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.6,68.2,0.6
Ja'Marr Chase,CIN,WR,14,SF,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,6.7,4.9,72.8,0.5
Tyler Lockett,SEA,WR,14,HOU,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,6.5,5.2,70.3,0.5
Tyrell Williams,LAC,WR,14,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.0,70.5,0.5
Terry McLaurin,WAS,WR,14,DAL,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.0,7.3,5.4,69.7,0.5
D.J. Moore,CAR,WR,14,ATL,0.0,0.0,0.0,0.0,0.0,0.4,1.5,0.0,7.0,5.3,71.4,0.4
Amari Cooper,DAL,WR,14,WAS,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,6.3,4.8,63.4,0.5
Marquise Brown,BAL,WR,14,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,67.6,0.4
DeAndre Hopkins,ARI,WR,14,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,4.8,62.7,0.5
Tee Higgins,CIN,WR,14,SF,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,6.4,5.0,66.3,0.4
