name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Josh Allen,BUF,QB,17,ATL,26.0,36.2,277.7,2.3,0.8,6.8,38.7,0.3,0.0,0.0,0.0,0.0
Patrick Mahomes,KC,QB,17,CIN,26.2,37.8,306.1,2.2,0.7,3.5,18.6,0.1,0.0,0.0,0.0,0.0
Tom Brady,TB,QB,17,NYJ,26.2,38.4,308.4,2.4,0.7,1.2,3.0,0.1,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,17,MIN,25.1,35.3,285.0,2.3,0.4,2.2,10.2,0.1,0.0,0.0,0.0,0.0
Jalen Hurts,PHI,QB,17,WAS,17.9,28.4,216.3,1.4,0.6,8.6,50.7,0.5,0.0,0.0,0.0,0.0
Justin Herbert,LAC,QB,17,DEN,24.9,36.8,282.4,2.0,0.9,4.1,20.0,0.2,0.0,0.0,0.0,0.0
Kyler Murray,ARI,QB,17,DAL,23.1,34.9,273.9,1.7,0.9,6.1,31.2,0.3,0.0,0.0,0.0,0.0
Matthew Stafford,LAR,QB,17,BAL,24.1,35.8,310.3,2.3,0.7,1.9,4.3,0.0,0.0,0.0,0.0,0.0
Dak Prescott,DAL,QB,17,ARI,25.1,36.3,281.5,2.2,0.7,3.3,13.9,0.1,0.0,0.0,0.0,0.0
Trey Lance,SF,QB,17,HOU,18.0,29.1,208.7,1.3,0.9,8.7,49.3,0.5,0.0,0.0,0.0,0.0
Joe Burrow,CIN,QB,17,KC,23.7,35.8,271.9,2.0,0.8,2.4,11.0,0.1,0.0,0.0,0.0,0.0
Taysom Hill,NO,QB,17,CAR,17.3,27.6,190.3,1.2,0.9,9.7,53.9,0.5,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,17,DET,22.1,32.0,253.1,1.9,0.6,3.4,16.2,0.1,0.0,0.0,0.0,0.0
Tyler Huntley,BAL,QB,17,LAR,22.2,35.2,227.9,1.3,0.8,7.8,40.2,0.2,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,17,MIA,20.5,30.7,229.2,1.6,0.8,3.7,19.7,0.2,0.0,0.0,0.0,0.0
Tua Tagovailoa,MIA,QB,17,TEN,22.6,35.3,253.0,1.6,0.9,3.2,12.6,0.2,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,17,IND,23.8,36.8,272.6,1.5,0.8,2.5,8.0,0.1,0.0,0.0,0.0,0.0
Carson Wentz,IND,QB,17,LV,20.9,32.5,240.4,1.7,0.9,3.4,14.4,0.1,0.0,0.0,0.0,0.0
Mac Jones,NE,QB,17,JAX,22.3,32.1,227.2,1.7,0.7,3.0,10.9,0.1,0.0,0.0,0.0,0.0
Andy Dalton,CHI,QB,17,NYG,21.5,33.7,234.6,1.4,0.9,2.6,10.9,0.1,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,17,PIT,20.1,31.3,228.6,1.4,0.8,2.7,8.9,0.1,0.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,QB,17,CLE,23.0,36.7,244.5,1.6,0.8,0.6,1.5,0.0,0.0,0.0,0.0,0.0
Zach Wilson,NYJ,QB,17,TB,20.2,34.3,214.0,1.1,0.9,3.2,15.6,0.2,0.0,0.0,0.0,0.0
Taylor Heinicke,WAS,QB,17,PHI,18.8,31.0,198.5,1.2,0.9,3.4,16.5,0.1,0.0,0.0,0.0,0.0
Davis Mills,HOU,QB,17,SF,19.6,33.7,228.8,1.3,0.9,2.3,4.7,0.0,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,17,BUF,21.0,35.2,222.4,1.1,0.9,1.7,5.1,0.1,0.0,0.0,0.0,0.0
Sam Darnold,CAR,QB,17,NO,17.0,30.5,192.1,1.0,1.0,3.4,15.0,0.2,0.0,0.0,0.0,0.0
Drew Lock,DEN,QB,17,LAC,18.7,31.4,198.6,1.1,0.9,2.1,9.0,0.1,0.0,0.0,0.0,0.0
Trevor Lawrence,JAX,QB,17,NE,20.0,35.1,201.3,0.8,1.0,4.1,20.5,0.1,0.0,0.0,0.0,0.0
Sean Mannion,MIN,QB,17,GB,18.6,32.6,206.7,1.1,1.0,1.8,4.0,0.1,0.0,0.0,0.0,0.0
Tim Boyle,DET,QB,17,SEA,19.5,33.3,195.6,1.1,1.0,0.9,3.3,0.0,0.0,0.0,0.0,0.0
Mike Glennon,NYG,QB,17,CHI,15.4,27.2,144.9,0.8,0.8,1.2,3.4,0.0,0.0,0.0,0.0,0.0
Cam Newton,CAR,QB,17,NO,2.3,3.6,20.3,0.1,0.1,3.8,14.0,0.2,0.0,0.0,0.0,0.0
Jake Fromm,NYG,QB,17,CHI,7.0,9.7,64.8,0.3,0.4,0.5,2.6,0.0,0.0,0.0,0.0,0.0
Kyle Allen,WAS,QB,17,PHI,3.1,4.2,28.9,0.2,0.2,0.4,2.4,0.0,0.0,0.0,0.0,0.0
Jonathan Taylor,IND,RB,17,LV,0.0,0.0,0.0,0.0,0.0,21.0,104.0,1.0,3.1,2.3,18.6,0.1
Nick Chubb,CLE,RB,17,PIT,0.0,0.0,0.0,0.0,0.0,18.1,91.1,0.7,2.1,1.6,11.0,0.1
Alvin Kamara,NO,RB,17,CAR,0.0,0.0,0.0,0.0,0.0,16.4,71.1,0.5,5.0,3.9,29.2,0.2
Dalvin Cook,MIN,RB,17,GB,0.0,0.0,0.0,0.0,0.0,19.1,85.6,0.5,3.7,2.7,18.0,0.1
Austin Ekeler,LAC,RB,17,DEN,0.0,0.0,0.0,0.0,0.0,12.4,55.6,0.5,5.6,4.3,33.6,0.3
Joe Mixon,CIN,RB,17,KC,0.0,0.0,0.0,0.0,0.0,18.5,77.8,0.6,3.0,2.2,16.0,0.1
Sony Michel,LAR,RB,17,BAL,0.0,0.0,0.0,0.0,0.0,19.4,80.2,0.6,2.7,2.0,13.3,0.1
Aaron Jones,GB,RB,17,MIN,0.0,0.0,0.0,0.0,0.0,12.3,59.9,0.5,4.6,3.4,23.9,0.3
