name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Patrick Mahomes,KC,QB,1,CLE,26.1,37.4,313.0,2.4,0.5,3.2,16.8,0.2,0.0,0.0,0.0,0.0
Kyler Murray,ARI,QB,1,TEN,24.2,35.8,266.4,1.7,0.8,7.8,47.3,0.5,0.0,0.0,0.0,0.0
Lamar Jackson,BAL,QB,1,LV,18.9,29.2,223.5,1.7,0.8,12.68,60.9,0.5,0.0,0.0,0.0,0.0
Josh Allen,BUF,QB,1,PIT,24.3,35.6,278.0,2.0,0.9,6.0,31.4,0.4,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,1,IND,24.0,34.9,283.1,2.1,0.7,5.58,26.8,0.1,0.0,0.0,0.0,0.0
Tom Brady,TB,QB,1,DAL,26.1,38.3,309.2,2.4,0.8,0.8,1.5,0.1,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,1,NO,24.1,34.8,277.8,2.2,0.5,2.4,11.2,0.1,0.0,0.0,0.0,0.0
Jalen Hurts,PHI,QB,1,ATL,20.1,32.6,235.1,1.4,0.7,8.8,48.2,0.4,0.0,0.0,0.0,0.0
Dak Prescott,DAL,QB,1,TB,23.8,36.7,279.7,1.9,0.7,3.7,17.7,0.2,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,1,ARI,21.0,31.0,257.3,2.0,0.6,3.2,17.8,0.2,0.0,0.0,0.0,0.0
Justin Herbert,LAC,QB,1,WAS,23.6,36.6,267.7,1.8,0.8,4.2,19.2,0.2,0.0,0.0,0.0,0.0
Trevor Lawrence,JAX,QB,1,HOU,22.7,34.6,257.2,1.8,0.7,3.4,18.2,0.2,0.0,0.0,0.0,0.0
Matthew Stafford,LAR,QB,1,CHI,24.2,36.7,286.5,1.9,0.7,1.6,6.1,0.1,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,1,CIN,22.1,32.9,273.3,2.0,0.8,1.9,8.4,0.1,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,1,PHI,25.5,37.7,295.1,1.9,0.8,1.6,4.7,0.1,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,1,KC,22.3,34.4,264.7,1.8,0.8,2.9,9.8,0.1,0.0,0.0,0.0,0.0
Joe Burrow,CIN,QB,1,MIN,24.1,37.6,266.7,1.7,0.7,2.7,12.4,0.1,0.0,0.0,0.0,0.0
Ryan Fitzpatrick,WAS,QB,1,LAC,23.7,36.5,259.9,1.6,1.0,3.6,16.3,0.2,0.0,0.0,0.0,0.0
Jimmy Garoppolo,SF,QB,1,DET,22.4,32.8,264.4,1.8,0.7,1.5,4.3,0.1,0.0,0.0,0.0,0.0
Sam Darnold,CAR,QB,1,NYJ,22.2,35.1,255.9,1.7,0.8,2.9,13.3,0.1,0.0,0.0,0.0,0.0
Teddy Bridgewater,DEN,QB,1,NYG,21.8,34.1,243.8,1.5,0.8,3.6,14.3,0.2,0.0,0.0,0.0,0.0
Tyrod Taylor,HOU,QB,1,JAX,20.1,32.6,226.3,1.4,0.7,4.9,23.0,0.2,0.0,0.0,0.0,0.0
Jameis Winston,NO,QB,1,GB,22.5,35.1,256.2,1.7,1.0,3.3,12.9,0.1,0.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,QB,1,BUF,24.7,38.9,270.6,1.9,0.9,0.7,1.1,0.0,0.0,0.0,0.0,0.0
