name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Kyler Murray,ARI,QB,10,BUF,25.3,36.1,272.6,1.9,0.9,10.41,50.0,0.5,0.0,0.0,0.0,0.0
Josh Allen,BUF,QB,10,ARI,24.2,36.9,280.4,1.9,0.9,7.66,36.8,0.5,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,10,LAR,24.9,36.2,290.3,2.3,0.6,5.3,27.8,0.2,0.0,0.0,0.0,0.0
Lamar Jackson,BAL,QB,10,NE,17.8,26.9,207.6,1.5,0.6,11.58,55.6,0.4,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,10,JAX,19.6,32.8,262.0,2.2,0.4,2.62,12.6,0.1,0.0,0.0,0.0,0.0
Deshaun Watson,HOU,QB,10,CLE,21.8,33.8,260.0,1.7,0.9,6.2,30.5,0.3,0.0,0.0,0.0,0.0
Justin Herbert,LAC,QB,10,MIA,23.5,37.2,278.1,1.9,1.0,5.0,25.0,0.2,0.0,0.0,0.0,0.0
Drew Brees,NO,QB,10,SF,21.5,35.8,286.7,2.1,0.5,0.7,1.7,0.1,0.0,0.0,0.0,0.0
Tom Brady,TB,QB,10,CAR,25.8,37.7,286.4,2.1,0.6,0.8,2.1,0.1,0.0,0.0,0.0,0.0
Jared Goff,LAR,QB,10,SEA,26.2,37.9,286.0,1.9,0.9,3.0,8.0,0.2,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,10,IND,21.5,32.5,261.3,1.8,0.7,3.6,17.2,0.2,0.0,0.0,0.0,0.0
Carson Wentz,PHI,QB,10,NYG,22.7,35.3,260.1,1.8,0.8,4.5,18.5,0.2,0.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,QB,10,CIN,21.5,35.8,286.6,2.0,0.8,1.6,4.7,0.1,0.0,0.0,0.0,0.0
Joe Burrow,CIN,QB,10,PIT,21.4,36.5,249.5,1.5,1.0,5.4,23.8,0.3,0.0,0.0,0.0,0.0
Teddy Bridgewater,CAR,QB,10,TB,24.8,37.5,266.9,1.7,0.9,4.3,14.2,0.1,0.0,0.0,0.0,0.0
Daniel Jones,NYG,QB,10,PHI,20.6,33.4,248.3,1.6,1.0,4.4,22.9,0.2,0.0,0.0,0.0,0.0
Drew Lock,DEN,QB,10,LV,23.3,36.8,266.4,1.6,0.9,3.1,12.1,0.1,0.0,0.0,0.0,0.0
Philip Rivers,IND,QB,10,TEN,25.0,37.9,284.8,1.9,1.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0
Tua Tagovailoa,MIA,QB,10,LAC,21.8,33.1,249.8,1.5,0.8,4.3,14.5,0.2,0.0,0.0,0.0,0.0
Matthew Stafford,DET,QB,10,WAS,23.6,35.9,274.0,1.7,0.7,2.1,6.6,0.0,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,10,DEN,19.3,32.1,257.1,1.7,0.6,1.6,5.3,0.1,0.0,0.0,0.0,0.0
Cam Newton,NE,QB,10,BAL,18.5,30.9,209.2,1.1,0.9,8.2,36.0,0.4,0.0,0.0,0.0,0.0
Nick Foles,CHI,QB,10,MIN,24.0,37.9,263.6,1.6,0.9,1.5,5.5,0.1,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,10,HOU,21.1,32.5,244.2,1.7,0.9,1.6,7.0,0.1,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,10,CHI,19.8,30.5,234.7,1.6,0.8,2.1,5.5,0.1,0.0,0.0,0.0,0.0
Nick Mullens,SF,QB,10,NO,22.0,36.7,253.1,1.5,1.1,1.7,5.2,0.1,0.0,0.0,0.0,0.0
Alex Smith,WAS,QB,10,DET,22.2,35.1,243.3,1.4,0.8,2.7,8.1,0.0,0.0,0.0,0.0,0.0
Jake Luton,JAX,QB,10,GB,19.2,34.4,220.5,1.3,1.0,1.8,8.8,0.1,0.0,0.0,0.0,0.0
Taysom Hill,NO,QB,10,SF,0.3,0.6,4.5,0.1,0.0,2.3,12.3,0.2,0.0,0.0,0.0,0.0
Jalen Hurts,PHI,QB,10,NYG,0.3,0.5,3.7,0.0,0.0,1.6,9.9,0.1,0.0,0.0,0.0,0.0
