name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Kyler Murray,ARI,QB,11,SEA,24.7,36.9,286.1,1.8,0.9,7.9,48.4,0.5,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,11,ARI,22.4,37.4,299.3,2.4,0.6,6.45,31.0,0.2,0.0,0.0,0.0,0.0
Patrick Mahomes,KC,QB,11,LV,26.4,37.5,305.5,2.5,0.4,3.8,19.2,0.2,0.0,0.0,0.0,0.0
Lamar Jackson,BAL,QB,11,TEN,19.5,29.1,220.7,1.7,0.7,12.35,59.3,0.4,0.0,0.0,0.0,0.0
Justin Herbert,LAC,QB,11,NYJ,21.7,36.1,289.0,2.1,0.7,4.0,20.8,0.2,0.0,0.0,0.0,0.0
Deshaun Watson,HOU,QB,11,NE,22.5,33.9,270.9,1.8,0.9,5.7,29.8,0.2,0.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,QB,11,JAX,25.3,36.4,289.8,2.2,0.7,1.3,2.6,0.0,0.0,0.0,0.0,0.0
Cam Newton,NE,QB,11,HOU,19.3,29.5,212.2,1.2,0.8,8.6,39.1,0.6,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,11,IND,23.9,36.5,273.2,1.9,0.5,2.7,10.1,0.1,0.0,0.0,0.0,0.0
Joe Burrow,CIN,QB,11,WAS,24.4,37.4,268.5,1.7,0.9,3.9,16.0,0.2,0.0,0.0,0.0,0.0
Tom Brady,TB,QB,11,LAR,24.8,37.2,279.0,1.9,0.7,1.0,1.6,0.1,0.0,0.0,0.0,0.0
Carson Wentz,PHI,QB,11,CLE,23.0,37.0,259.7,1.7,1.0,3.7,15.7,0.2,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,11,NO,26.1,39.5,293.2,1.8,0.8,1.8,5.5,0.0,0.0,0.0,0.0,0.0
Matthew Stafford,DET,QB,11,CAR,23.1,35.7,272.1,1.7,0.7,2.0,5.8,0.0,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,11,DAL,20.5,30.1,255.7,1.9,0.7,1.3,4.0,0.0,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,11,KC,23.4,34.3,247.9,1.7,0.6,2.4,8.6,0.1,0.0,0.0,0.0,0.0
Taysom Hill,NO,QB,11,ATL,16.0,24.1,179.5,1.2,0.8,8.7,45.7,0.3,0.0,0.0,0.0,0.0
Jared Goff,LAR,QB,11,TB,23.3,36.6,261.8,1.7,0.9,3.0,6.2,0.1,0.0,0.0,0.0,0.0
Philip Rivers,IND,QB,11,GB,24.2,36.0,273.0,1.8,0.9,0.5,0.8,0.0,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,11,BAL,19.8,31.0,229.5,1.6,0.7,3.5,16.0,0.1,0.0,0.0,0.0,0.0
Tua Tagovailoa,MIA,QB,11,DEN,21.2,32.8,232.5,1.6,0.7,3.7,12.5,0.1,0.0,0.0,0.0,0.0
Alex Smith,WAS,QB,11,CIN,22.8,34.3,248.9,1.5,0.7,2.5,7.5,0.1,0.0,0.0,0.0,0.0
Andy Dalton,DAL,QB,11,MIN,23.7,37.5,266.4,1.4,1.0,2.1,8.3,0.1,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,11,PHI,20.3,32.4,240.1,1.7,0.9,1.7,6.7,0.0,0.0,0.0,0.0,0.0
Drew Lock,DEN,QB,11,MIA,21.2,34.8,242.6,1.4,1.1,2.4,9.3,0.1,0.0,0.0,0.0,0.0
Joe Flacco,NYJ,QB,11,LAC,19.9,34.2,227.4,1.5,1.0,1.5,3.4,0.0,0.0,0.0,0.0,0.0
Jake Luton,JAX,QB,11,PIT,18.8,34.3,209.3,1.1,1.0,1.8,4.3,0.1,0.0,0.0,0.0,0.0
P.J. Walker,CAR,QB,11,DET,15.6,24.3,171.8,1.1,0.8,1.9,8.5,0.0,0.0,0.0,0.0,0.0
Jameis Winston,NO,QB,11,ATL,1.8,3.0,23.9,0.2,0.1,0.7,2.3,0.0,0.0,0.0,0.0,0.0
Jalen Hurts,PHI,QB,11,CLE,0.4,0.6,5.1,0.0,0.0,1.7,9.4,0.1,0.0,0.0,0.0,0.0
Garrett Gilbert,DAL,QB,11,MIN,1.9,3.2,25.2,0.1,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0
Dwayne Haskins,WAS,QB,11,CIN,1.0,1.7,13.3,0.1,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0
Ryan Fitzpatrick,MIA,QB,11,DEN,0.8,1.4,10.8,0.1,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.0
Mason Rudolph,PIT,QB,11,JAX,0.7,1.1,9.0,0.1,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0
Chad Henne,KC,QB,11,LV,0.6,1.1,8.5,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0
Jarrett Stidham,NE,QB,11,HOU,0.5,0.9,7.0,0.1,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0
Tyrod Taylor,LAC,QB,11,NYJ,0.5,0.8,6.4,0.1,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0
Dalvin Cook,MIN,RB,11,DAL,0.0,0.0,0.0,0.0,0.0,20.5,101.6,1.0,4.58,3.1,26.9,0.1
Alvin Kamara,NO,RB,11,ATL,0.0,0.0,0.0,0.0,0.0,13.2,57.9,0.7,6.41,4.9,43.5,0.2
Derrick Henry,TEN,RB,11,BAL,0.0,0.0,0.0,0.0,0.0,19.7,89.8,0.7,2.08,1.4,11.3,0.0
Aaron Jones,GB,RB,11,IND,0.0,0.0,0.0,0.0,0.0,14.0,62.0,0.6,5.16,3.8,29.5,0.2
Josh Jacobs,LV,RB,11,KC,0.0,0.0,0.0,0.0,0.0,17.1,76.7,0.6,3.74,2.6,19.0,0.1
Nick Chubb,CLE,RB,11,PHI,0.0,0.0,0.0,0.0,0.0,16.2,81.9,0.7,1.58,1.1,9.0,0.0
