name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Lamar Jackson,BAL,QB,17,CIN,18.6,28.0,228.5,1.8,0.7,13.97,67.1,0.4,0.0,0.0,0.0,0.0
Deshaun Watson,HOU,QB,17,TEN,25.1,36.4,304.9,2.0,0.8,5.5,28.8,0.3,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,17,CHI,24.0,35.5,276.4,2.4,0.5,2.8,13.4,0.1,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,17,HOU,23.1,33.2,250.7,2.1,0.6,3.4,17.8,0.3,0.0,0.0,0.0,0.0
Tom Brady,TB,QB,17,ATL,26.7,38.6,303.4,2.2,0.6,0.9,1.6,0.1,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,17,DET,21.7,36.1,289.0,2.3,0.8,1.7,6.5,0.1,0.0,0.0,0.0,0.0
Justin Herbert,LAC,QB,17,KC,24.2,36.0,269.4,1.8,0.8,4.4,19.2,0.3,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,17,SF,22.0,32.2,253.9,2.0,0.6,4.4,22.6,0.1,0.0,0.0,0.0,0.0
Kyler Murray,ARI,QB,17,LAR,22.1,35.2,227.5,1.5,0.9,7.2,39.0,0.4,0.0,0.0,0.0,0.0
Jalen Hurts,PHI,QB,17,WAS,19.4,32.2,224.5,1.3,0.9,10.1,54.1,0.3,0.0,0.0,0.0,0.0
Philip Rivers,IND,QB,17,JAX,21.4,35.7,285.9,2.1,0.9,0.4,0.7,0.0,0.0,0.0,0.0,0.0
Drew Brees,NO,QB,17,CAR,19.3,32.2,257.9,1.8,0.6,1.7,3.2,0.1,0.0,0.0,0.0,0.0
Matthew Stafford,DET,QB,17,MIN,23.9,36.9,272.6,1.7,0.7,1.8,5.3,0.1,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,17,TB,25.2,38.7,287.6,1.7,0.8,1.6,4.1,0.0,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,17,DEN,24.2,34.7,258.0,1.7,0.6,2.6,7.6,0.1,0.0,0.0,0.0,0.0
Mitchell Trubisky,CHI,QB,17,GB,22.7,36.3,244.2,1.7,0.9,4.0,17.0,0.1,0.0,0.0,0.0,0.0
Andy Dalton,DAL,QB,17,NYG,23.6,36.5,273.2,1.6,0.8,1.8,7.4,0.1,0.0,0.0,0.0,0.0
Cam Newton,NE,QB,17,NYJ,16.4,25.0,177.3,1.0,0.7,7.8,37.7,0.5,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,17,PIT,20.6,32.6,244.1,1.7,0.9,2.7,9.9,0.1,0.0,0.0,0.0,0.0
Drew Lock,DEN,QB,17,LV,22.1,36.0,258.0,1.6,1.1,2.6,11.1,0.1,0.0,0.0,0.0,0.0
Teddy Bridgewater,CAR,QB,17,NO,23.1,36.0,246.6,1.5,0.9,4.2,15.5,0.1,0.0,0.0,0.0,0.0
Josh Allen,BUF,QB,17,MIA,16.4,25.6,192.5,1.3,0.5,4.2,21.2,0.2,0.0,0.0,0.0,0.0
Tua Tagovailoa,MIA,QB,17,BUF,21.0,34.6,223.1,1.3,0.7,3.1,11.4,0.2,0.0,0.0,0.0,0.0
Daniel Jones,NYG,QB,17,DAL,21.4,34.5,240.2,1.3,0.9,2.91,14.0,0.1,0.0,0.0,0.0,0.0
Chad Henne,KC,QB,17,LAC,20.8,35.8,226.6,1.5,0.8,2.3,7.0,0.1,0.0,0.0,0.0,0.0
Sam Darnold,NYJ,QB,17,NE,19.4,32.3,217.0,1.3,0.9,3.7,12.6,0.2,0.0,0.0,0.0,0.0
Alex Smith,WAS,QB,17,PHI,23.8,35.8,248.1,1.3,0.8,1.5,4.0,0.1,0.0,0.0,0.0,0.0
John Wolford,LAR,QB,17,ARI,20.6,32.9,225.5,1.2,1.0,4.7,21.0,0.1,0.0,0.0,0.0,0.0
C.J. Beathard,SF,QB,17,SEA,20.7,34.1,235.0,1.4,1.1,2.6,9.8,0.1,0.0,0.0,0.0,0.0
Mike Glennon,JAX,QB,17,IND,21.6,36.3,233.5,1.3,1.1,1.9,3.1,0.1,0.0,0.0,0.0,0.0
Mason Rudolph,PIT,QB,17,CLE,20.8,35.5,218.5,1.3,1.0,1.8,3.9,0.1,0.0,0.0,0.0,0.0
Brandon Allen,CIN,QB,17,BAL,18.8,34.3,202.4,1.1,1.0,2.8,9.1,0.1,0.0,0.0,0.0,0.0
Taysom Hill,NO,QB,17,CAR,0.8,1.4,11.2,0.1,0.0,7.0,32.9,0.4,0.0,0.0,0.0,0.0
Matt Barkley,BUF,QB,17,MIA,7.3,12.5,101.9,0.5,0.4,1.2,2.1,0.0,0.0,0.0,0.0,0.0
Chase Daniel,DET,QB,17,MIN,4.6,7.5,49.9,0.3,0.3,0.3,1.1,0.0,0.0,0.0,0.0,0.0
Derrick Henry,TEN,RB,17,HOU,0.0,0.0,0.0,0.0,0.0,24.0,117.7,1.0,2.23,1.5,12.0,0.1
Jonathan Taylor,IND,RB,17,JAX,0.0,0.0,0.0,0.0,0.0,18.4,83.8,0.8,3.57,2.4,21.0,0.1
Nick Chubb,CLE,RB,17,PIT,0.0,0.0,0.0,0.0,0.0,17.6,83.5,0.7,2.16,1.5,12.6,0.1
Austin Ekeler,LAC,RB,17,KC,0.0,0.0,0.0,0.0,0.0,13.4,59.5,0.3,7.45,5.4,47.2,0.3
