name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Patrick Mahomes,KC,QB,12,TB,23.6,39.4,315.2,2.3,0.5,3.9,18.6,0.2,0.0,0.0,0.0,0.0
Kyler Murray,ARI,QB,12,NE,24.0,36.3,259.4,1.7,0.9,7.9,47.8,0.5,0.0,0.0,0.0,0.0
Deshaun Watson,HOU,QB,12,DET,25.0,36.8,287.7,1.9,0.9,6.0,31.7,0.3,0.0,0.0,0.0,0.0
Josh Allen,BUF,QB,12,LAC,23.2,35.5,262.9,1.9,0.9,7.7,37.0,0.4,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,12,PHI,21.1,35.2,281.9,2.2,0.6,5.5,26.5,0.1,0.0,0.0,0.0,0.0
Justin Herbert,LAC,QB,12,BUF,24.7,36.8,282.1,1.9,0.8,3.8,18.9,0.3,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,12,CHI,23.8,36.0,279.7,2.2,0.5,2.0,8.6,0.1,0.0,0.0,0.0,0.0
Cam Newton,NE,QB,12,ARI,19.7,30.5,218.4,1.3,0.7,8.4,38.3,0.5,0.0,0.0,0.0,0.0
Taysom Hill,NO,QB,12,DEN,18.5,27.0,197.7,1.3,0.8,9.6,47.8,0.5,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,12,ATL,20.4,34.0,272.0,1.9,0.6,2.1,7.1,0.1,0.0,0.0,0.0,0.0
Daniel Jones,NYG,QB,12,CIN,21.6,32.9,243.3,1.6,0.9,4.9,29.1,0.2,0.0,0.0,0.0,0.0
Ryan Fitzpatrick,MIA,QB,12,NYJ,22.8,34.2,264.3,1.9,0.8,2.3,10.5,0.1,0.0,0.0,0.0,0.0
Tom Brady,TB,QB,12,KC,26.2,40.0,285.3,1.9,0.8,1.0,1.9,0.1,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,12,LV,26.0,39.4,295.8,1.9,0.9,1.7,5.2,0.0,0.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,QB,12,BAL,23.9,36.6,279.8,2.0,0.8,1.3,2.4,0.0,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,12,IND,20.5,31.3,245.6,1.8,0.7,3.5,15.9,0.1,0.0,0.0,0.0,0.0
Teddy Bridgewater,CAR,QB,12,MIN,24.2,35.8,265.3,1.7,0.8,3.4,13.4,0.1,0.0,0.0,0.0,0.0
Jared Goff,LAR,QB,12,SF,24.0,36.3,274.0,1.8,0.8,2.9,6.9,0.1,0.0,0.0,0.0,0.0
Philip Rivers,IND,QB,12,TEN,24.5,36.0,281.8,1.9,0.9,0.6,1.4,0.0,0.0,0.0,0.0,0.0
Matthew Stafford,DET,QB,12,HOU,23.3,35.6,274.5,1.7,0.7,2.1,6.2,0.0,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,12,CAR,21.3,31.7,253.3,1.9,0.7,1.3,3.6,0.0,0.0,0.0,0.0,0.0
Carson Wentz,PHI,QB,12,SEA,21.5,34.3,245.5,1.6,1.0,3.3,14.3,0.2,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,12,JAX,22.0,33.8,256.6,1.8,0.8,1.6,7.2,0.0,0.0,0.0,0.0,0.0
Andy Dalton,DAL,QB,12,WAS,23.1,34.2,255.6,1.6,1.0,1.9,7.9,0.1,0.0,0.0,0.0,0.0
Mitchell Trubisky,CHI,QB,12,GB,21.2,35.7,224.8,1.2,0.9,3.5,19.4,0.1,0.0,0.0,0.0,0.0
Sam Darnold,NYJ,QB,12,MIA,19.8,33.3,236.7,1.3,1.0,3.2,11.7,0.1,0.0,0.0,0.0,0.0
Alex Smith,WAS,QB,12,DAL,21.8,35.5,236.5,1.3,0.8,2.0,5.7,0.1,0.0,0.0,0.0,0.0
Nick Mullens,SF,QB,12,LAR,20.8,33.8,234.3,1.4,1.1,1.6,2.6,0.1,0.0,0.0,0.0,0.0
Robert Griffin III,BAL,QB,12,PIT,17.2,28.8,181.6,1.0,0.9,6.4,28.8,0.1,0.0,0.0,0.0,0.0
Brandon Allen,CIN,QB,12,NYG,19.9,35.8,217.9,1.1,1.1,2.9,9.8,0.1,0.0,0.0,0.0,0.0
Mike Glennon,JAX,QB,12,CLE,20.9,34.1,216.2,1.2,0.9,1.5,3.8,0.0,0.0,0.0,0.0,0.0
Jalen Hurts,PHI,QB,12,SEA,1.9,3.3,22.8,0.2,0.1,2.6,14.7,0.1,0.0,0.0,0.0,0.0
Colt McCoy,NYG,QB,12,CIN,3.6,6.0,48.3,0.3,0.2,0.1,0.9,0.0,0.0,0.0,0.0,0.0
P.J. Walker,CAR,QB,12,MIN,1.8,3.0,23.7,0.2,0.1,0.4,1.1,0.0,0.0,0.0,0.0,0.0
Dalvin Cook,MIN,RB,12,CAR,0.0,0.0,0.0,0.0,0.0,20.9,101.8,0.9,5.32,3.6,32.8,0.1
Derrick Henry,TEN,RB,12,IND,0.0,0.0,0.0,0.0,0.0,20.4,93.7,0.7,1.93,1.3,9.9,0.0
