date,week,team,opp,is_away,season_year
2018-09-23,3,CAR,CIN,0,2018
2018-09-23,3,PHI,IND,0,2018
2018-09-23,3,BAL,DEN,0,2018
2018-09-23,3,WAS,GNB,0,2018
2018-09-23,3,NOR,ATL,1,2018
2018-09-23,3,TEN,JAX,1,2018
2018-09-23,3,LAR,LAC,0,2018
2018-09-23,3,NWE,DET,1,2018
2018-09-23,3,DAL,SEA,1,2018
2018-09-23,3,ARI,CHI,0,2018
2018-09-23,3,LAC,LAR,1,2018
2018-09-23,3,OAK,MIA,1,2018
2018-09-23,3,SFO,KAN,1,2018
2018-09-23,3,KAN,SFO,0,2018
2018-09-23,3,HOU,NYG,0,2018
2018-09-23,3,JAX,TEN,0,2018
2018-09-23,3,DEN,BAL,1,2018
2018-09-23,3,IND,PHI,1,2018
2018-09-23,3,CIN,CAR,1,2018
2018-09-23,3,MIN,BUF,0,2018
2018-09-23,3,ATL,NOR,0,2018
2018-09-23,3,SEA,DAL,0,2018
2018-09-23,3,DET,NWE,0,2018
2018-09-23,3,CHI,ARI,1,2018
2018-09-23,3,GNB,WAS,1,2018
2018-09-23,3,MIA,OAK,0,2018
2018-09-24,3,TAM,PIT,0,2018
2018-09-24,3,PIT,TAM,1,2018
2018-09-27,4,MIN,LAR,1,2018
2018-09-27,4,LAR,MIN,0,2018
2018-09-30,4,ATL,CIN,0,2018
2018-09-30,4,LAC,SFO,0,2018
2018-09-30,4,NOR,NYG,1,2018
2018-09-30,4,SEA,ARI,1,2018
2018-09-30,4,OAK,CLE,0,2018
2018-09-30,4,TEN,PHI,0,2018
2018-09-30,4,NWE,MIA,0,2018
2018-09-30,4,JAX,NYJ,0,2018
2018-09-30,4,DAL,DET,0,2018
2018-09-30,4,HOU,IND,1,2018
2018-09-30,4,CHI,TAM,0,2018
2018-09-30,4,BAL,PIT,1,2018
2018-09-30,4,GNB,BUF,0,2018
2018-09-30,4,TAM,CHI,1,2018
2018-09-30,4,IND,HOU,0,2018
2018-09-30,4,CIN,ATL,1,2018
2018-09-30,4,DET,DAL,1,2018
2018-09-30,4,NYJ,JAX,1,2018
2018-09-30,4,MIA,NWE,1,2018
2018-09-30,4,PHI,TEN,1,2018
2018-09-30,4,CLE,OAK,1,2018
2018-09-30,4,PIT,BAL,0,2018
2018-09-30,4,SFO,LAC,1,2018
2018-09-30,4,BUF,GNB,1,2018
2018-09-30,4,NYG,NOR,0,2018
2018-09-30,4,ARI,SEA,0,2018
2018-10-01,4,DEN,KAN,0,2018
2018-10-01,4,KAN,DEN,1,2018
2018-10-04,5,IND,NWE,1,2018
2018-10-04,5,NWE,IND,0,2018
2018-10-07,5,DAL,HOU,1,2018
2018-10-07,5,NYG,CAR,1,2018
2018-10-07,5,ATL,PIT,1,2018
2018-10-07,5,TEN,BUF,1,2018
2018-10-07,5,MIA,CIN,1,2018
2018-10-07,5,BAL,CLE,1,2018
2018-10-07,5,SFO,ARI,0,2018
2018-10-07,5,DEN,NYJ,1,2018
2018-10-07,5,GNB,DET,1,2018
2018-10-07,5,CAR,NYG,0,2018
2018-10-07,5,SEA,LAR,0,2018
2018-10-07,5,PHI,MIN,0,2018
2018-10-07,5,CIN,MIA,0,2018
2018-10-07,5,OAK,LAC,1,2018
2018-10-07,5,HOU,DAL,0,2018
2018-10-07,5,LAR,SEA,1,2018
2018-10-07,5,BUF,TEN,0,2018
2018-10-07,5,JAX,KAN,1,2018
2018-10-07,5,MIN,PHI,1,2018
2018-10-07,5,LAC,OAK,0,2018
2018-10-07,5,KAN,JAX,0,2018
2018-10-07,5,DET,GNB,0,2018
2018-10-07,5,NYJ,DEN,0,2018
2018-10-07,5,CLE,BAL,0,2018
2018-10-07,5,ARI,SFO,1,2018
2018-10-07,5,PIT,ATL,0,2018
2018-10-08,5,NOR,WAS,0,2018
2018-10-08,5,WAS,NOR,1,2018
2018-10-11,6,PHI,NYG,1,2018
2018-10-11,6,NYG,PHI,0,2018
2018-10-14,6,MIA,CHI,0,2018
2018-10-14,6,CHI,MIA,1,2018
2018-10-14,6,TAM,ATL,1,2018
2018-10-14,6,BUF,HOU,1,2018
2018-10-14,6,CIN,PIT,0,2018
2018-10-14,6,KAN,NWE,1,2018
2018-10-14,6,JAX,DAL,1,2018
2018-10-14,6,DEN,LAR,0,2018
2018-10-14,6,OAK,SEA,0,2018
2018-10-14,6,ARI,MIN,1,2018
2018-10-14,6,CAR,WAS,1,2018
2018-10-14,6,TEN,BAL,0,2018
2018-10-14,6,CLE,LAC,0,2018
2018-10-14,6,IND,NYJ,1,2018
2018-10-14,6,WAS,CAR,0,2018
2018-10-14,6,HOU,BUF,0,2018
2018-10-14,6,NWE,KAN,0,2018
2018-10-14,6,BAL,TEN,1,2018
2018-10-14,6,DAL,JAX,0,2018
2018-10-14,6,LAR,DEN,1,2018
2018-10-14,6,SEA,OAK,1,2018
2018-10-14,6,ATL,TAM,0,2018
2018-10-14,6,MIN,ARI,0,2018
2018-10-14,6,NYJ,IND,0,2018
2018-10-14,6,LAC,CLE,1,2018
2018-10-14,6,PIT,CIN,1,2018
2018-10-15,6,GNB,SFO,0,2018
2018-10-15,6,SFO,GNB,1,2018
2018-10-18,7,ARI,DEN,0,2018
2018-10-18,7,DEN,ARI,1,2018
2018-10-21,7,TAM,CLE,0,2018
2018-10-21,7,HOU,JAX,1,2018
2018-10-21,7,SFO,LAR,0,2018
2018-10-21,7,PHI,CAR,0,2018
2018-10-21,7,LAC,TEN,0,2018
2018-10-21,7,DET,MIA,1,2018
2018-10-21,7,CAR,PHI,1,2018
2018-10-21,7,NWE,CHI,1,2018
2018-10-21,7,KAN,CIN,0,2018
2018-10-21,7,LAR,SFO,1,2018
2018-10-21,7,WAS,DAL,0,2018
2018-10-21,7,NOR,BAL,1,2018
2018-10-21,7,TEN,LAC,1,2018
2018-10-21,7,MIN,NYJ,1,2018
2018-10-21,7,CIN,KAN,1,2018
2018-10-21,7,DAL,WAS,1,2018
2018-10-21,7,BAL,NOR,0,2018
2018-10-21,7,NYJ,MIN,0,2018
2018-10-21,7,JAX,HOU,0,2018
2018-10-21,7,CLE,TAM,1,2018
2018-10-21,7,BUF,IND,1,2018
2018-10-21,7,MIA,DET,0,2018
2018-10-21,7,CHI,NWE,0,2018
2018-10-21,7,IND,BUF,0,2018
2018-10-22,7,ATL,NYG,0,2018
2018-10-22,7,NYG,ATL,1,2018
2018-10-25,8,MIA,HOU,1,2018
2018-10-25,8,HOU,MIA,0,2018
2018-10-28,8,CLE,PIT,1,2018
2018-10-28,8,BAL,CAR,1,2018
2018-10-28,8,KAN,DEN,0,2018
2018-10-28,8,WAS,NYG,1,2018
2018-10-28,8,IND,OAK,1,2018
2018-10-28,8,LAR,GNB,0,2018
2018-10-28,8,ARI,SFO,0,2018
2018-10-28,8,NOR,MIN,1,2018
2018-10-28,8,JAX,PHI,0,2018
2018-10-28,8,SEA,DET,1,2018
2018-10-28,8,CHI,NYJ,0,2018
2018-10-28,8,PIT,CLE,0,2018
2018-10-28,8,PHI,JAX,1,2018
2018-10-28,8,CAR,BAL,0,2018
2018-10-28,8,CIN,TAM,0,2018
2018-10-28,8,NYJ,CHI,1,2018
2018-10-28,8,DET,SEA,0,2018
2018-10-28,8,TAM,CIN,1,2018
2018-10-28,8,DEN,KAN,1,2018
2018-10-28,8,NYG,WAS,0,2018
2018-10-28,8,OAK,IND,0,2018
2018-10-28,8,MIN,NOR,0,2018
2018-10-28,8,SFO,ARI,1,2018
2018-10-28,8,GNB,LAR,1,2018
2018-10-29,8,NWE,BUF,1,2018
2018-10-29,8,BUF,NWE,0,2018
2018-11-01,9,SFO,OAK,0,2018
2018-11-01,9,OAK,SFO,1,2018
2018-11-04,9,CHI,BUF,1,2018
2018-11-04,9,PIT,BAL,1,2018
2018-11-04,9,CAR,TAM,0,2018
2018-11-04,9,KAN,CLE,1,2018
2018-11-04,9,ATL,WAS,1,2018
2018-11-04,9,MIN,DET,0,2018
2018-11-04,9,MIA,NYJ,0,2018
2018-11-04,9,TAM,CAR,1,2018
2018-11-04,9,HOU,DEN,1,2018
2018-11-04,9,WAS,ATL,0,2018
2018-11-04,9,NWE,GNB,0,2018
2018-11-04,9,GNB,NWE,1,2018
2018-11-04,9,LAR,NOR,1,2018
2018-11-04,9,DEN,HOU,0,2018
2018-11-04,9,SEA,LAC,0,2018
2018-11-04,9,NYJ,MIA,1,2018
2018-11-04,9,CLE,KAN,0,2018
2018-11-04,9,BUF,CHI,0,2018
2018-11-04,9,BAL,PIT,0,2018
2018-11-04,9,DET,MIN,1,2018
2018-11-04,9,LAC,SEA,1,2018
2018-11-04,9,NOR,LAR,0,2018
2018-11-05,9,TEN,DAL,1,2018
2018-11-05,9,DAL,TEN,0,2018
2018-11-08,10,PIT,CAR,0,2018
2018-11-08,10,CAR,PIT,1,2018
2018-11-11,10,DET,CHI,1,2018
2018-11-11,10,ATL,CLE,1,2018
2018-11-11,10,JAX,IND,1,2018
2018-11-11,10,CIN,NOR,0,2018
2018-11-11,10,TAM,WAS,0,2018
2018-11-11,10,NWE,TEN,1,2018
2018-11-11,10,DAL,PHI,1,2018
2018-11-11,10,LAC,OAK,1,2018
2018-11-11,10,NYJ,BUF,0,2018
2018-11-11,10,TEN,NWE,0,2018
2018-11-11,10,BUF,NYJ,1,2018
2018-11-11,10,WAS,TAM,1,2018
2018-11-11,10,ARI,KAN,1,2018
2018-11-11,10,LAR,SEA,0,2018
2018-11-11,10,IND,JAX,0,2018
2018-11-11,10,NOR,CIN,1,2018
2018-11-11,10,CHI,DET,0,2018
2018-11-11,10,CLE,ATL,0,2018
2018-11-11,10,KAN,ARI,0,2018
2018-11-11,10,GNB,MIA,0,2018
2018-11-11,10,OAK,LAC,0,2018
2018-11-11,10,PHI,DAL,0,2018
2018-11-11,10,SEA,LAR,1,2018
2018-11-11,10,MIA,GNB,1,2018
2018-11-12,10,NYG,SFO,1,2018
2018-11-12,10,SFO,NYG,0,2018
2018-11-15,11,SEA,GNB,0,2018
2018-11-15,11,GNB,SEA,1,2018
2018-11-18,11,TEN,IND,1,2018
2018-11-18,11,CIN,BAL,1,2018
2018-11-18,11,CAR,DET,1,2018
2018-11-18,11,ATL,DAL,0,2018
2018-11-18,11,TAM,NYG,1,2018
2018-11-18,11,NOR,PHI,0,2018
2018-11-18,11,WAS,HOU,0,2018
2018-11-18,11,DEN,LAC,1,2018
2018-11-18,11,OAK,ARI,1,2018
2018-11-18,11,NYG,TAM,0,2018
2018-11-18,11,PIT,JAX,1,2018
2018-11-18,11,HOU,WAS,1,2018
2018-11-18,11,IND,TEN,0,2018
2018-11-18,11,BAL,CIN,0,2018
2018-11-18,11,DET,CAR,0,2018
2018-11-18,11,DAL,ATL,1,2018
2018-11-18,11,CHI,MIN,0,2018
2018-11-18,11,JAX,PIT,0,2018
2018-11-18,11,ARI,OAK,0,2018
2018-11-18,11,LAC,DEN,0,2018
2018-11-18,11,PHI,NOR,1,2018
2018-11-18,11,MIN,CHI,1,2018
2018-11-19,11,KAN,LAR,1,2018
2018-11-19,11,LAR,KAN,0,2018
2018-11-22,12,DET,CHI,0,2018
2018-11-22,12,WAS,DAL,1,2018
2018-11-22,12,ATL,NOR,1,2018
2018-11-22,12,CHI,DET,1,2018
2018-11-22,12,DAL,WAS,0,2018
2018-11-22,12,NOR,ATL,0,2018
2018-11-25,12,PIT,DEN,1,2018
2018-11-25,12,BUF,JAX,0,2018
2018-11-25,12,PHI,NYG,0,2018
2018-11-25,12,CLE,CIN,1,2018
2018-11-25,12,NWE,NYJ,1,2018
2018-11-25,12,BAL,OAK,0,2018
2018-11-25,12,SEA,CAR,1,2018
2018-11-25,12,ARI,LAC,1,2018
2018-11-25,12,DEN,PIT,0,2018
2018-11-25,12,IND,MIA,0,2018
2018-11-25,12,GNB,MIN,1,2018
2018-11-25,12,TAM,SFO,0,2018
2018-11-25,12,MIN,GNB,0,2018
2018-11-25,12,SFO,TAM,1,2018
2018-11-25,12,OAK,BAL,1,2018
2018-11-25,12,NYG,PHI,1,2018
2018-11-25,12,NYJ,NWE,0,2018
2018-11-25,12,CIN,CLE,0,2018
2018-11-25,12,CAR,SEA,0,2018
2018-11-25,12,JAX,BUF,1,2018
2018-11-25,12,MIA,IND,1,2018
2018-11-25,12,LAC,ARI,0,2018
2018-11-26,12,HOU,TEN,0,2018
2018-11-26,12,TEN,HOU,1,2018
2018-11-29,13,NOR,DAL,1,2018
2018-11-29,13,DAL,NOR,0,2018
2018-12-02,13,GNB,ARI,0,2018
2018-12-02,13,MIA,BUF,0,2018
2018-12-02,13,IND,JAX,1,2018
2018-12-02,13,DET,LAR,0,2018
2018-12-02,13,OAK,KAN,0,2018
2018-12-02,13,NYJ,TEN,1,2018
2018-12-02,13,MIN,NWE,1,2018
2018-12-02,13,SFO,SEA,1,2018
2018-12-02,13,PIT,LAC,0,2018
2018-12-02,13,CLE,HOU,1,2018
2018-12-02,13,CIN,DEN,0,2018
2018-12-02,13,CHI,NYG,1,2018
2018-12-02,13,CAR,TAM,1,2018
2018-12-02,13,BUF,MIA,1,2018
2018-12-02,13,BAL,ATL,1,2018
2018-12-02,13,ATL,BAL,0,2018
2018-12-02,13,LAC,PIT,1,2018
2018-12-02,13,SEA,SFO,0,2018
2018-12-02,13,NWE,MIN,0,2018
2018-12-02,13,TEN,NYJ,0,2018
2018-12-02,13,KAN,OAK,1,2018
2018-12-02,13,LAR,DET,1,2018
2018-12-02,13,ARI,GNB,1,2018
2018-12-02,13,JAX,IND,0,2018
2018-12-02,13,HOU,CLE,0,2018
2018-12-02,13,DEN,CIN,1,2018
2018-12-02,13,NYG,CHI,0,2018
2018-12-02,13,TAM,CAR,0,2018
2018-12-03,13,WAS,PHI,1,2018
2018-12-03,13,PHI,WAS,0,2018
2018-12-06,14,JAX,TEN,1,2018
2018-12-06,14,TEN,JAX,0,2018
2018-12-09,14,DEN,SFO,1,2018
2018-12-09,14,CIN,LAC,1,2018
2018-12-09,14,WAS,NYG,0,2018
2018-12-09,14,TAM,NOR,0,2018
2018-12-09,14,BAL,KAN,1,2018
2018-12-09,14,HOU,IND,0,2018
2018-12-09,14,CAR,CLE,1,2018
2018-12-09,14,BUF,NYJ,0,2018
2018-12-09,14,ATL,GNB,1,2018
2018-12-09,14,ARI,DET,0,2018
2018-12-09,14,NWE,MIA,1,2018
2018-12-09,14,PIT,OAK,1,2018
2018-12-09,14,NYG,WAS,1,2018
2018-12-09,14,LAR,CHI,1,2018
2018-12-09,14,CHI,LAR,0,2018
2018-12-09,14,OAK,PIT,0,2018
2018-12-09,14,DAL,PHI,0,2018
2018-12-09,14,DET,ARI,1,2018
2018-12-09,14,SFO,DEN,0,2018
2018-12-09,14,LAC,CIN,0,2018
2018-12-09,14,PHI,DAL,1,2018
2018-12-09,14,NOR,TAM,1,2018
2018-12-09,14,MIA,NWE,0,2018
2018-12-09,14,KAN,BAL,0,2018
2018-12-09,14,IND,HOU,1,2018
2018-12-09,14,CLE,CAR,0,2018
2018-12-09,14,NYJ,BUF,1,2018
2018-12-09,14,GNB,ATL,0,2018
2018-12-10,14,MIN,SEA,1,2018
2018-12-10,14,SEA,MIN,0,2018
2018-12-13,15,KAN,LAC,0,2018
2018-12-13,15,LAC,KAN,1,2018
2018-12-15,15,HOU,NYJ,1,2018
2018-12-15,15,CLE,DEN,1,2018
2018-12-15,15,NYJ,HOU,0,2018
2018-12-15,15,DEN,CLE,0,2018
2018-12-16,15,TEN,NYG,1,2018
2018-12-16,15,MIN,MIA,0,2018
2018-12-16,15,IND,DAL,0,2018
2018-12-16,15,BAL,TAM,0,2018
2018-12-16,15,CIN,OAK,0,2018
2018-12-16,15,CHI,GNB,0,2018
2018-12-16,15,BUF,DET,0,2018
2018-12-16,15,ATL,ARI,0,2018
2018-12-16,15,WAS,JAX,1,2018
2018-12-16,15,SFO,SEA,0,2018
2018-12-16,15,NWE,PIT,1,2018
2018-12-16,15,LAR,PHI,0,2018
2018-12-16,15,ARI,ATL,1,2018
2018-12-16,15,DET,BUF,1,2018
2018-12-16,15,GNB,CHI,1,2018
2018-12-16,15,OAK,CIN,1,2018
2018-12-16,15,DAL,IND,1,2018
2018-12-16,15,JAX,WAS,0,2018
2018-12-16,15,MIA,MIN,1,2018
2018-12-16,15,NYG,TEN,0,2018
2018-12-16,15,TAM,BAL,1,2018
2018-12-16,15,SEA,SFO,1,2018
2018-12-16,15,PIT,NWE,0,2018
2018-12-16,15,PHI,LAR,1,2018
2018-12-17,15,NOR,CAR,1,2018
2018-12-17,15,CAR,NOR,0,2018
2018-12-22,16,BAL,LAC,1,2018
2018-12-22,16,LAC,BAL,0,2018
2018-12-22,16,WAS,TEN,1,2018
2018-12-22,16,TEN,WAS,0,2018
2018-12-23,16,SFO,CHI,0,2018
2018-12-23,16,MIA,JAX,0,2018
2018-12-23,16,HOU,PHI,1,2018
2018-12-23,16,NYJ,GNB,0,2018
2018-12-23,16,TAM,DAL,1,2018
2018-12-23,16,NYG,IND,1,2018
2018-12-23,16,CIN,CLE,1,2018
2018-12-23,16,BUF,NWE,1,2018
2018-12-23,16,CAR,ATL,0,2018
2018-12-23,16,DET,MIN,0,2018
2018-12-23,16,PIT,NOR,1,2018
2018-12-23,16,ATL,CAR,1,2018
2018-12-23,16,NWE,BUF,0,2018
2018-12-23,16,CLE,CIN,0,2018
2018-12-23,16,IND,NYG,0,2018
2018-12-23,16,DAL,TAM,0,2018
2018-12-23,16,MIN,DET,1,2018
2018-12-23,16,GNB,NYJ,1,2018
2018-12-23,16,ARI,LAR,0,2018
2018-12-23,16,PHI,HOU,0,2018
2018-12-23,16,JAX,MIA,1,2018
2018-12-23,16,CHI,SFO,1,2018
2018-12-23,16,LAR,ARI,1,2018
2018-12-23,16,NOR,PIT,0,2018
2018-12-23,16,SEA,KAN,0,2018
2018-12-23,16,KAN,SEA,1,2018
2018-12-24,16,DEN,OAK,1,2018
2018-12-24,16,OAK,DEN,0,2018
2018-12-30,17,OAK,KAN,1,2018
2018-12-30,17,DEN,LAC,0,2018
2018-12-30,17,ARI,SEA,1,2018
2018-12-30,17,CLE,BAL,1,2018
2018-12-30,17,CIN,PIT,1,2018
2018-12-30,17,NYJ,NWE,1,2018
2018-12-30,17,JAX,HOU,1,2018
2018-12-30,17,GNB,DET,0,2018
2018-12-30,17,NYG,DAL,0,2018
2018-12-30,17,NOR,CAR,0,2018
2018-12-30,17,MIA,BUF,1,2018
2018-12-30,17,TAM,ATL,0,2018
2018-12-30,17,WAS,PHI,0,2018
2018-12-30,17,MIN,CHI,0,2018
2018-12-30,17,IND,TEN,1,2018
2018-12-30,17,LAR,SFO,0,2018
2018-12-30,17,ATL,TAM,1,2018
2018-12-30,17,BUF,MIA,0,2018
2018-12-30,17,CAR,NOR,1,2018
2018-12-30,17,DAL,NYG,1,2018
2018-12-30,17,DET,GNB,1,2018
2018-12-30,17,HOU,JAX,0,2018
2018-12-30,17,SFO,LAR,1,2018
2018-12-30,17,NWE,NYJ,0,2018
2018-12-30,17,PIT,CIN,0,2018
2018-12-30,17,BAL,CLE,0,2018
2018-12-30,17,SEA,ARI,0,2018
2018-12-30,17,LAC,DEN,1,2018
2018-12-30,17,KAN,OAK,0,2018
2018-12-30,17,PHI,WAS,1,2018
2018-12-30,17,CHI,MIN,1,2018
2018-12-30,17,TEN,IND,0,2018
