name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Russell Wilson,SEA,QB,9,TB,22.4,34.3,282.5,2.3,0.4,4.2,22.2,0.2,0.0,0.0,0.0,0.0
Deshaun Watson,HOU,QB,9,JAX,22.2,34.4,263.3,1.9,0.8,5.7,30.2,0.3,0.0,0.0,0.0,0.0
Dak Prescott,DAL,QB,9,NYG,20.5,34.2,273.7,1.8,0.7,4.1,21.0,0.3,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,9,LAC,23.3,35.4,277.0,1.8,0.4,3.4,16.8,0.1,0.0,0.0,0.0,0.0
Lamar Jackson,BAL,QB,9,NE,18.0,31.5,204.8,1.2,0.8,11.0,61.4,0.4,0.0,0.0,0.0,0.0
Matthew Stafford,DET,QB,9,LV,24.5,37.4,294.3,2.0,0.7,2.3,6.9,0.1,0.0,0.0,0.0,0.0
Jameis Winston,TB,QB,9,SEA,23.0,38.0,290.5,1.9,1.2,3.2,12.1,0.1,0.0,0.0,0.0,0.0
Gardner Minshew II,JAX,QB,9,HOU,21.6,34.4,254.6,1.6,0.7,4.4,20.6,0.2,0.0,0.0,0.0,0.0
Josh Allen,BUF,QB,9,WAS,19.2,30.6,228.9,1.3,1.0,7.2,35.2,0.4,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,9,KC,22.0,33.3,265.7,1.8,0.7,2.7,8.6,0.1,0.0,0.0,0.0,0.0
Tom Brady,NE,QB,9,BAL,23.5,37.3,276.1,1.8,0.6,1.0,1.6,0.1,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,9,DET,22.7,35.3,266.1,1.8,0.6,1.2,3.3,0.1,0.0,0.0,0.0,0.0
Philip Rivers,LAC,QB,9,GB,23.8,37.4,294.0,1.8,0.9,1.4,1.0,0.0,0.0,0.0,0.0,0.0
Carson Wentz,PHI,QB,9,CHI,21.3,34.0,244.1,1.7,0.7,3.5,13.6,0.1,0.0,0.0,0.0,0.0
Jimmy Garoppolo,SF,QB,9,ARI,21.1,31.0,260.6,1.7,0.8,2.0,5.6,0.1,0.0,0.0,0.0,0.0
Daniel Jones,NYG,QB,9,DAL,22.7,36.1,246.9,1.4,1.1,4.1,18.9,0.2,0.0,0.0,0.0,0.0
Sam Darnold,NYJ,QB,9,MIA,20.9,32.8,252.6,1.5,0.9,2.8,10.4,0.1,0.0,0.0,0.0,0.0
Kyler Murray,ARI,QB,9,SF,19.6,33.7,209.5,1.0,0.8,7.1,34.5,0.2,0.0,0.0,0.0,0.0
Jacoby Brissett,IND,QB,9,PIT,20.8,33.0,215.0,1.5,0.6,4.0,13.3,0.1,0.0,0.0,0.0,0.0
Matt Moore,KC,QB,9,MIN,21.2,35.6,247.8,1.5,0.9,1.3,4.4,0.1,0.0,0.0,0.0,0.0
Ryan Fitzpatrick,MIA,QB,9,NYJ,20.5,34.0,239.4,1.6,1.3,2.6,9.8,0.1,0.0,0.0,0.0,0.0
Mason Rudolph,PIT,QB,9,IND,21.1,33.9,240.2,1.4,0.9,2.3,5.8,0.1,0.0,0.0,0.0,0.0
Kyle Allen,CAR,QB,9,TEN,20.3,33.6,232.1,1.4,0.8,2.4,6.5,0.1,0.0,0.0,0.0,0.0
Ryan Tannehill,TEN,QB,9,CAR,19.5,31.6,225.5,1.4,1.0,2.8,11.0,0.1,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,9,DEN,20.0,33.1,241.2,1.3,1.1,2.5,9.5,0.1,0.0,0.0,0.0,0.0
Mitchell Trubisky,CHI,QB,9,PHI,22.4,34.5,227.5,1.2,0.9,3.5,14.1,0.1,0.0,0.0,0.0,0.0
Brandon Allen,DEN,QB,9,CLE,19.2,32.1,213.1,1.1,1.1,2.1,5.6,0.0,0.0,0.0,0.0,0.0
Dwayne Haskins,WAS,QB,9,BUF,14.1,24.3,154.9,0.8,1.1,1.1,4.1,0.0,0.0,0.0,0.0,0.0
Marcus Mariota,TEN,QB,9,CAR,5.2,8.6,69.2,0.3,0.3,1.2,3.9,0.0,0.0,0.0,0.0,0.0
