name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Patrick Mahomes,KC,QB,11,LAR,23.8,35.6,305.7,2.5,0.8,3.6,16.3,0.1,0.0,0.0,0.0,0.0
Cam Newton,CAR,QB,11,DET,21.2,32.3,250.8,2.0,0.6,7.3,36.4,0.4,0.0,0.0,0.0,0.0
Jared Goff,LAR,QB,11,KC,23.8,36.6,301.8,2.4,0.7,2.6,7.0,0.1,0.0,0.0,0.0,0.0
Drew Brees,NO,QB,11,PHI,21.6,36.1,288.6,2.3,0.3,2.0,3.5,0.1,0.0,0.0,0.0,0.0
Carson Wentz,PHI,QB,11,NO,26.4,39.1,300.5,2.1,0.7,3.5,13.3,0.1,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,11,SEA,23.9,37.6,274.6,2.0,0.5,3.4,16.4,0.1,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,11,DAL,24.8,37.2,297.8,2.0,0.6,2.1,5.9,0.1,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,11,GB,18.7,29.4,227.3,2.0,0.6,4.6,24.5,0.1,0.0,0.0,0.0,0.0
Ryan Fitzpatrick,TB,QB,11,NYG,24.0,36.3,288.5,1.7,1.1,4.0,16.4,0.1,0.0,0.0,0.0,0.0
Andrew Luck,IND,QB,11,TEN,23.9,37.1,264.5,2.2,0.9,2.5,8.3,0.0,0.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,QB,11,JAX,23.3,38.3,285.6,1.9,0.9,2.0,4.2,0.1,0.0,0.0,0.0,0.0
Marcus Mariota,TEN,QB,11,IND,20.5,29.9,232.3,1.6,0.7,5.1,25.7,0.2,0.0,0.0,0.0,0.0
Dak Prescott,DAL,QB,11,ATL,20.9,33.3,234.3,1.5,0.6,4.9,26.1,0.2,0.0,0.0,0.0,0.0
Mitchell Trubisky,CHI,QB,11,MIN,20.0,33.2,237.3,1.6,0.9,5.0,26.0,0.2,0.0,0.0,0.0,0.0
Philip Rivers,LAC,QB,11,DEN,19.7,31.8,257.7,2.1,0.7,1.3,1.8,0.0,0.0,0.0,0.0,0.0
Deshaun Watson,HOU,QB,11,WAS,19.8,32.2,246.7,1.6,1.0,5.3,27.5,0.1,0.0,0.0,0.0,0.0
Matthew Stafford,DET,QB,11,CAR,23.3,35.9,257.8,1.8,0.8,2.3,5.7,0.1,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,11,CHI,24.6,38.5,272.5,1.7,1.0,2.7,7.1,0.1,0.0,0.0,0.0,0.0
Eli Manning,NYG,QB,11,TB,25.5,37.8,277.5,1.7,0.8,1.3,1.9,0.0,0.0,0.0,0.0,0.0
Blake Bortles,JAX,QB,11,PIT,20.6,35.2,236.7,1.4,1.0,4.5,24.1,0.1,0.0,0.0,0.0,0.0
Lamar Jackson,BAL,QB,11,CIN,15.9,28.3,180.7,1.1,0.9,7.0,41.8,0.3,0.0,0.0,0.0,0.0
Case Keenum,DEN,QB,11,LAC,23.6,36.6,262.3,1.4,0.9,1.9,6.9,0.0,0.0,0.0,0.0,0.0
Alex Smith,WAS,QB,11,HOU,20.2,32.8,221.7,1.3,0.5,3.6,14.9,0.1,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,11,ARI,22.4,34.6,246.5,1.3,0.9,1.9,3.9,0.1,0.0,0.0,0.0,0.0
Josh Rosen,ARI,QB,11,LV,20.1,32.9,228.2,1.5,1.0,2.1,7.8,0.0,0.0,0.0,0.0,0.0
