name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Cam Newton,CAR,QB,9,TB,22.2,34.1,254.7,2.1,0.6,8.2,41.4,0.4,0.0,0.0,0.0,0.0
Patrick Mahomes,KC,QB,9,CLE,22.9,36.1,290.2,2.5,0.9,3.7,14.4,0.1,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,9,NE,25.2,40.6,301.5,2.1,0.6,3.2,16.7,0.1,0.0,0.0,0.0,0.0
Tom Brady,NE,QB,9,GB,24.5,37.9,297.5,2.4,0.6,2.1,4.8,0.1,0.0,0.0,0.0,0.0
Jared Goff,LAR,QB,9,NO,23.2,35.2,298.2,2.1,0.7,2.6,6.8,0.1,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,9,DET,21.7,36.2,289.7,2.1,0.6,3.0,8.9,0.1,0.0,0.0,0.0,0.0
Drew Brees,NO,QB,9,LAR,21.6,36.0,287.9,2.1,0.6,1.7,2.3,0.1,0.0,0.0,0.0,0.0
Ryan Fitzpatrick,TB,QB,9,CAR,23.6,36.8,290.4,1.9,1.2,3.6,14.3,0.1,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,9,WAS,25.1,36.7,289.9,1.8,0.7,2.4,7.6,0.1,0.0,0.0,0.0,0.0
Deshaun Watson,HOU,QB,9,DEN,19.1,32.4,245.1,1.7,1.0,5.4,26.0,0.2,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,9,LAC,18.3,28.9,238.5,1.9,0.7,3.3,15.1,0.1,0.0,0.0,0.0,0.0
Mitchell Trubisky,CHI,QB,9,BUF,20.4,33.1,233.5,1.6,0.9,6.64,31.9,0.1,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,9,SF,23.6,35.8,262.9,1.8,0.7,1.7,4.3,0.1,0.0,0.0,0.0,0.0
Philip Rivers,LAC,QB,9,SEA,22.1,34.2,274.5,1.9,0.8,1.6,1.4,0.0,0.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,QB,9,BAL,23.9,38.8,275.5,1.7,1.0,1.8,4.4,0.1,0.0,0.0,0.0,0.0
Alex Smith,WAS,QB,9,ATL,21.7,33.5,242.4,1.5,0.5,4.2,16.6,0.1,0.0,0.0,0.0,0.0
Joe Flacco,BAL,QB,9,PIT,24.3,38.9,255.3,1.7,0.8,2.4,6.8,0.1,0.0,0.0,0.0,0.0
Matthew Stafford,DET,QB,9,MIN,23.7,36.7,269.9,1.7,0.8,2.1,6.8,0.0,0.0,0.0,0.0,0.0
Dak Prescott,DAL,QB,9,TEN,18.3,30.3,212.3,1.3,0.7,5.5,30.9,0.2,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,9,KC,22.5,38.1,254.1,1.5,1.0,2.9,14.3,0.1,0.0,0.0,0.0,0.0
