name,team,position,week,opp,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,receiving_tgts,receiving_rec,receiving_yds,receiving_td
Patrick Mahomes,KC,QB,14,BAL,22.1,34.7,296.3,2.3,0.9,4.7,20.9,0.1,0.0,0.0,0.0,0.0
Drew Brees,NO,QB,14,TB,21.6,31.9,289.8,2.5,0.6,1.0,2.2,0.1,0.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,QB,14,LV,25.4,38.9,317.8,2.4,0.8,1.4,3.9,0.0,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,QB,14,ATL,22.8,37.1,268.4,2.1,0.4,3.2,14.5,0.1,0.0,0.0,0.0,0.0
Cam Newton,CAR,QB,14,CLE,21.2,34.3,240.6,1.9,1.0,7.1,33.3,0.3,0.0,0.0,0.0,0.0
Jameis Winston,TB,QB,14,NO,25.4,36.7,307.5,2.0,1.1,3.0,16.0,0.1,0.0,0.0,0.0,0.0
Philip Rivers,LAC,QB,14,CIN,22.5,33.0,290.4,2.3,0.6,1.4,0.6,0.0,0.0,0.0,0.0,0.0
Deshaun Watson,HOU,QB,14,IND,18.6,31.0,248.4,1.8,0.8,6.3,30.6,0.2,0.0,0.0,0.0,0.0
Andrew Luck,IND,QB,14,HOU,23.7,38.7,276.2,2.1,0.9,2.5,8.3,0.1,0.0,0.0,0.0,0.0
Matt Ryan,ATL,QB,14,GB,25.0,38.0,289.9,1.9,0.8,2.2,7.2,0.1,0.0,0.0,0.0,0.0
Tom Brady,NE,QB,14,MIA,22.6,36.6,278.0,2.0,0.6,1.0,1.9,0.1,0.0,0.0,0.0,0.0
Dak Prescott,DAL,QB,14,PHI,20.3,31.6,239.2,1.5,0.6,5.3,26.7,0.3,0.0,0.0,0.0,0.0
Russell Wilson,SEA,QB,14,MIN,18.2,29.1,244.2,1.9,0.7,3.4,18.0,0.1,0.0,0.0,0.0,0.0
Mitchell Trubisky,CHI,QB,14,LAR,19.5,33.0,234.0,1.7,0.9,5.1,29.5,0.2,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,QB,14,CAR,23.7,35.7,267.8,1.9,1.0,2.9,11.4,0.1,0.0,0.0,0.0,0.0
Jared Goff,LAR,QB,14,CHI,22.2,36.4,275.6,1.9,0.8,2.6,5.6,0.1,0.0,0.0,0.0,0.0
Lamar Jackson,BAL,QB,14,KC,17.0,28.4,180.3,0.9,1.0,13.6,66.4,0.4,0.0,0.0,0.0,0.0
Kirk Cousins,MIN,QB,14,SEA,24.3,38.8,275.4,1.7,0.9,2.9,7.5,0.1,0.0,0.0,0.0,0.0
Carson Wentz,PHI,QB,14,DAL,24.8,36.8,259.6,1.7,0.8,3.2,11.6,0.0,0.0,0.0,0.0,0.0
Josh Allen,BUF,QB,14,NYJ,16.6,29.1,196.3,1.2,1.1,9.8,41.0,0.3,0.0,0.0,0.0,0.0
Case Keenum,DEN,QB,14,SF,18.7,32.2,243.6,1.6,0.8,1.5,6.2,0.1,0.0,0.0,0.0,0.0
Marcus Mariota,TEN,QB,14,JAX,18.7,29.4,211.2,1.3,0.8,5.1,26.4,0.2,0.0,0.0,0.0,0.0
Derek Carr,LV,QB,14,PIT,22.6,34.9,251.6,1.6,0.7,1.1,3.7,0.0,0.0,0.0,0.0,0.0
Matthew Stafford,DET,QB,14,ARI,22.1,35.1,256.9,1.6,1.0,1.5,3.4,0.0,0.0,0.0,0.0,0.0
Ryan Tannehill,MIA,QB,14,NE,20.3,32.9,241.7,1.6,1.0,2.4,10.0,0.0,0.0,0.0,0.0,0.0
Eli Manning,NYG,QB,14,WAS,21.6,34.7,243.4,1.5,0.9,0.9,1.7,0.0,0.0,0.0,0.0,0.0
Nick Mullens,SF,QB,14,DEN,20.4,34.6,232.1,1.4,1.4,2.1,2.1,0.0,0.0,0.0,0.0,0.0
Josh Rosen,ARI,QB,14,DET,16.4,29.0,203.8,1.4,1.2,2.8,8.3,0.0,0.0,0.0,0.0,0.0
Mark Sanchez,WAS,QB,14,NYG,14.4,24.0,192.4,1.2,1.2,2.6,8.6,0.1,0.0,0.0,0.0,0.0
Sam Darnold,NYJ,QB,14,BUF,14.3,23.9,190.9,1.2,1.3,1.7,6.1,0.1,0.0,0.0,0.0,0.0
Cody Kessler,JAX,QB,14,TEN,20.4,30.3,189.6,1.1,0.9,1.9,8.6,0.0,0.0,0.0,0.0,0.0
Taysom Hill,NO,QB,14,TB,0.5,0.8,6.3,0.0,0.0,3.12,15.0,0.1,0.0,0.0,0.0,0.0
Ryan Fitzpatrick,TB,QB,14,NO,1.8,3.0,24.0,0.2,0.2,0.4,2.4,0.0,0.0,0.0,0.0,0.0
Blake Bortles,JAX,QB,14,TEN,1.6,2.7,21.8,0.1,0.1,0.6,3.6,0.0,0.0,0.0,0.0,0.0
